maintenance_id,train_id,maintenance_type,start_date,end_date,duration_days,cost,technician_employee_id,status,workshop_station_id,notes
MNT00668,TR0026,Electrical Check,2023-05-22,2023-05-27,5,453366.33,EMP0400,Completed,ST046,Routine check completed
MNT00669,TR0070,AC Servicing,2023-10-21,2023-11-05,15,165834.49,EMP0436,Scheduled,ST024,All systems OK
MNT00670,TR0044,Safety Audit,2023-08-18,2023-08-28,10,127180.75,EMP0002,Completed,ST038,All systems OK
MNT00671,TR0137,Signaling Equipment,2024-02-08,2024-03-05,26,187396.19,EMP0137,Scheduled,ST061,Critical issue found
MNT00672,TR0140,Signaling Equipment,2023-11-08,2023-11-14,6,420439.45,EMP0362,Completed,ST054,Critical issue found
MNT00673,TR0131,AC Servicing,2023-08-24,2023-09-02,9,187841.25,EMP0019,Completed,ST059,Parts replaced
MNT00674,TR0079,Brake Inspection,2024-10-04,2024-10-29,25,40426,EMP0491,Completed,ST008,All systems OK
MNT00675,TR0150,Safety Audit,2024-09-21,2024-10-15,24,359876.85,EMP0349,Cancelled,ST009,Routine check completed
MNT00676,TR0179,Signaling Equipment,2023-01-25,2023-01-29,4,18279.65,EMP0272,Completed,ST017,Parts replaced
MNT00677,TR0042,Signaling Equipment,2024-02-27,2024-03-18,20,463229.92,EMP0076,In Progress,ST054,Critical issue found
MNT00678,TR0102,Wheel Replacement,2024-10-27,2024-11-04,8,275034.33,EMP0496,Completed,ST011,Awaiting spare parts
MNT00679,TR0099,Brake Inspection,2023-04-05,2023-04-14,9,23859.26,EMP0107,Completed,ST042,Critical issue found
MNT00680,TR0143,Signaling Equipment,2024-02-10,2024-02-16,6,127230.65,EMP0160,Scheduled,ST047,Routine check completed
MNT00681,TR0199,AC Servicing,2024-01-10,2024-02-09,30,438505.65,EMP0251,Completed,ST045,Critical issue found
MNT00682,TR0039,AC Servicing,2024-01-27,2024-02-02,6,195538.16,EMP0423,Cancelled,ST028,Awaiting spare parts
MNT00683,TR0099,Interior Refurbishment,2023-06-09,2023-06-20,11,455774.11,EMP0178,In Progress,ST061,Parts replaced
MNT00684,TR0108,Wheel Replacement,2023-06-26,2023-06-28,2,87720.85,EMP0462,Cancelled,ST030,Parts replaced
MNT00685,TR0099,Interior Refurbishment,2023-08-06,2023-09-02,27,105043.42,EMP0184,In Progress,ST019,All systems OK
MNT00686,TR0092,AC Servicing,2023-12-08,2023-12-09,1,446125.8,EMP0164,Deferred,ST040,Routine check completed
MNT00687,TR0146,Electrical Check,2023-11-29,2023-12-15,16,295488.62,EMP0013,Completed,ST075,Critical issue found
MNT00688,TR0131,Engine Overhaul,2024-03-28,2024-04-14,17,15912.13,EMP0041,Scheduled,ST015,All systems OK
MNT00689,TR0176,Safety Audit,2024-09-21,2024-10-08,17,51842.7,EMP0218,Deferred,ST024,Routine check completed
MNT00690,TR0102,AC Servicing,2023-10-18,2023-11-02,15,285260.38,EMP0027,Cancelled,ST006,Parts replaced
MNT00691,TR0157,Wheel Replacement,2024-10-11,2024-10-24,13,218506.98,EMP0339,Cancelled,ST049,All systems OK
MNT00692,TR0101,Pantry Car Cleaning,2024-12-23,2025-01-09,17,123058.37,EMP0224,Completed,ST075,Routine check completed
MNT00693,TR0181,Brake Inspection,2024-02-18,2024-02-19,1,94257.92,EMP0134,Completed,ST054,Parts replaced
MNT00694,TR0060,Electrical Check,2023-03-08,2023-03-15,7,369104.29,EMP0208,Completed,ST034,Parts replaced
MNT00695,TR0045,Signaling Equipment,2023-12-13,2023-12-17,4,240826.57,EMP0298,Cancelled,ST030,Critical issue found
MNT00696,TR0177,Safety Audit,2024-03-30,2024-04-08,9,392764.96,EMP0068,In Progress,ST064,Routine check completed
MNT00697,TR0093,AC Servicing,2024-04-15,2024-05-11,26,182685.58,EMP0228,Completed,ST007,Routine check completed
MNT00698,TR0043,Signaling Equipment,2023-04-22,2023-05-02,10,495412.51,EMP0068,Scheduled,ST012,Awaiting spare parts
MNT00699,TR0157,AC Servicing,2024-08-16,2024-09-03,18,468671.05,EMP0387,Completed,ST036,Routine check completed
MNT00700,TR0004,Engine Overhaul,2023-05-22,2023-05-29,7,28045.92,EMP0254,Completed,ST008,All systems OK
MNT00701,TR0055,Safety Audit,2024-08-30,2024-09-17,18,99828.82,EMP0463,Completed,ST014,Routine check completed
MNT00702,TR0153,Signaling Equipment,2024-12-17,2025-01-10,24,453444.74,EMP0242,Completed,ST017,Awaiting spare parts
MNT00703,TR0068,Pantry Car Cleaning,2024-08-14,2024-09-08,25,300902.69,EMP0156,Completed,ST068,Critical issue found
MNT00704,TR0113,Brake Inspection,2024-11-06,2024-11-18,12,295818.59,EMP0248,Completed,ST022,All systems OK
MNT00705,TR0008,Pantry Car Cleaning,2024-09-27,2024-10-27,30,387904.99,EMP0267,Cancelled,ST017,All systems OK
MNT00706,TR0066,Interior Refurbishment,2024-08-18,2024-08-27,9,419951.88,EMP0393,In Progress,ST015,Routine check completed
MNT00707,TR0006,Interior Refurbishment,2024-06-11,2024-06-25,14,339445.32,EMP0446,Completed,ST064,Critical issue found
MNT00708,TR0055,Electrical Check,2023-06-07,2023-06-09,2,390005.51,EMP0116,Completed,ST046,Awaiting spare parts
MNT00709,TR0160,AC Servicing,2024-11-23,2024-11-29,6,136813.03,EMP0412,Completed,ST034,Routine check completed
MNT00710,TR0038,Engine Overhaul,2023-11-20,2023-11-28,8,84031.73,EMP0036,Completed,ST033,Parts replaced
MNT00711,TR0185,Safety Audit,2023-02-13,2023-03-12,27,392419.45,EMP0096,Completed,ST066,All systems OK
MNT00712,TR0144,Interior Refurbishment,2023-06-11,2023-06-23,12,194186.71,EMP0266,Scheduled,ST051,Critical issue found
MNT00713,TR0165,Scheduled Service,2023-01-20,2023-01-27,7,192390.31,EMP0015,Deferred,ST006,Routine check completed
MNT00714,TR0198,Signaling Equipment,2024-04-03,2024-04-05,2,433310.65,EMP0307,In Progress,ST066,All systems OK
MNT00715,TR0018,Pantry Car Cleaning,2023-03-04,2023-03-16,12,473469.96,EMP0335,Completed,ST029,Routine check completed
MNT00716,TR0132,Interior Refurbishment,2024-03-19,2024-04-03,15,179796.64,EMP0203,In Progress,ST053,Awaiting spare parts
MNT00717,TR0157,Scheduled Service,2023-06-27,2023-07-04,7,113384.77,EMP0117,In Progress,ST031,Parts replaced
MNT00718,TR0116,Wheel Replacement,2023-05-27,2023-06-14,18,309437.86,EMP0157,In Progress,ST053,Awaiting spare parts
MNT00719,TR0189,AC Servicing,2023-03-01,2023-03-20,19,59279.42,EMP0404,Completed,ST008,Awaiting spare parts
MNT00720,TR0024,Electrical Check,2023-08-20,2023-09-02,13,11361.13,EMP0500,Scheduled,ST017,Routine check completed
MNT00721,TR0124,AC Servicing,2024-10-14,2024-11-05,22,85967.91,EMP0279,Completed,ST060,Routine check completed
MNT00722,TR0125,Safety Audit,2024-03-23,2024-04-20,28,188949.13,EMP0463,Completed,ST049,Parts replaced
MNT00723,TR0048,Brake Inspection,2023-04-18,2023-04-19,1,130757.49,EMP0401,In Progress,ST069,Awaiting spare parts
MNT00724,TR0164,AC Servicing,2024-12-29,2025-01-18,20,119183.69,EMP0294,Scheduled,ST003,Awaiting spare parts
MNT00725,TR0183,Signaling Equipment,2024-07-30,2024-08-28,29,81007.41,EMP0462,Completed,ST050,Parts replaced
MNT00726,TR0166,AC Servicing,2023-12-26,2024-01-12,17,343903.42,EMP0097,In Progress,ST057,Critical issue found
MNT00727,TR0017,AC Servicing,2024-08-22,2024-09-20,29,206285.26,EMP0399,Completed,ST013,Awaiting spare parts
MNT00728,TR0149,Wheel Replacement,2024-07-22,2024-07-24,2,203707.73,EMP0481,Completed,ST047,Awaiting spare parts
MNT00729,TR0128,Scheduled Service,2023-01-08,2023-01-18,10,392869.55,EMP0136,Completed,ST003,All systems OK
MNT00730,TR0024,Electrical Check,2023-04-18,2023-05-17,29,465281.18,EMP0352,Completed,ST021,Parts replaced
MNT00731,TR0170,Safety Audit,2023-10-30,2023-11-15,16,173855.2,EMP0326,Completed,ST063,Critical issue found
MNT00732,TR0173,Brake Inspection,2023-03-21,2023-03-24,3,72190.81,EMP0376,Completed,ST040,Awaiting spare parts
MNT00733,TR0122,Electrical Check,2023-09-19,2023-09-29,10,258009.71,EMP0127,In Progress,ST020,All systems OK
MNT00734,TR0116,Scheduled Service,2024-09-29,2024-10-15,16,284218.38,EMP0058,In Progress,ST009,Critical issue found
MNT00735,TR0187,Pantry Car Cleaning,2023-02-05,2023-02-15,10,103292.97,EMP0070,Cancelled,ST016,Parts replaced
MNT00736,TR0164,Engine Overhaul,2024-05-19,2024-05-28,9,203763.41,EMP0336,Deferred,ST062,Routine check completed
MNT00737,TR0125,Signaling Equipment,2024-06-04,2024-06-05,1,279311.42,EMP0062,In Progress,ST001,Critical issue found
MNT00738,TR0130,Safety Audit,2023-06-21,2023-07-08,17,161462.13,EMP0014,Scheduled,ST063,All systems OK
MNT00739,TR0159,Scheduled Service,2023-04-09,2023-05-01,22,350631.58,EMP0297,Completed,ST066,All systems OK
MNT00740,TR0137,Electrical Check,2024-01-26,2024-02-02,7,59189.05,EMP0239,Completed,ST025,Critical issue found
MNT00741,TR0036,Interior Refurbishment,2023-02-13,2023-02-27,14,400513.86,EMP0108,Scheduled,ST067,Awaiting spare parts
MNT00742,TR0068,AC Servicing,2024-08-18,2024-09-07,20,155071.65,EMP0460,Completed,ST042,Parts replaced
MNT00743,TR0042,Signaling Equipment,2024-11-07,2024-11-12,5,243663.21,EMP0318,Scheduled,ST041,Routine check completed
MNT00744,TR0188,Brake Inspection,2024-03-01,2024-03-03,2,287203.06,EMP0222,Completed,ST021,Critical issue found
MNT00745,TR0166,Electrical Check,2023-12-23,2024-01-06,14,272575.72,EMP0223,Completed,ST053,Critical issue found
MNT00746,TR0150,Interior Refurbishment,2023-09-03,2023-09-10,7,432357.69,EMP0184,In Progress,ST036,Routine check completed
MNT00747,TR0188,Interior Refurbishment,2024-05-08,2024-05-17,9,83512.45,EMP0455,Completed,ST026,Routine check completed
MNT00748,TR0034,AC Servicing,2024-07-21,2024-08-01,11,322781.26,EMP0197,Completed,ST073,Awaiting spare parts
MNT00749,TR0064,Engine Overhaul,2023-07-15,2023-08-03,19,444930.57,EMP0116,Completed,ST049,Routine check completed
MNT00750,TR0189,Engine Overhaul,2024-12-20,2025-01-11,22,127436.11,EMP0428,Completed,ST007,Parts replaced
MNT00751,TR0048,Pantry Car Cleaning,2024-08-19,2024-09-15,27,446976.18,EMP0334,Completed,ST010,Parts replaced
MNT00752,TR0071,Interior Refurbishment,2023-05-25,2023-06-09,15,464886.26,EMP0136,Completed,ST045,All systems OK
MNT00753,TR0057,Signaling Equipment,2024-04-05,2024-04-14,9,205813.02,EMP0483,In Progress,ST026,All systems OK
MNT00754,TR0096,Engine Overhaul,2023-01-14,2023-01-30,16,22044.09,EMP0050,Scheduled,ST006,All systems OK
MNT00755,TR0109,Scheduled Service,2023-11-04,2023-11-30,26,306092.15,EMP0490,Completed,ST031,Parts replaced
MNT00756,TR0193,AC Servicing,2023-10-26,2023-11-06,11,157973.72,EMP0320,Completed,ST053,Awaiting spare parts
MNT00757,TR0060,Electrical Check,2024-06-03,2024-06-22,19,386957.67,EMP0301,Scheduled,ST007,Awaiting spare parts
MNT00758,TR0045,Wheel Replacement,2023-10-09,2023-11-06,28,472804.03,EMP0311,Scheduled,ST050,Awaiting spare parts
MNT00759,TR0056,Electrical Check,2023-02-22,2023-03-04,10,337933.15,EMP0259,Scheduled,ST026,All systems OK
MNT00760,TR0047,Pantry Car Cleaning,2024-08-03,2024-08-29,26,358498.92,EMP0334,Completed,ST049,All systems OK
MNT00761,TR0018,Engine Overhaul,2024-03-31,2024-04-23,23,113512.06,EMP0412,Completed,ST053,Routine check completed
MNT00762,TR0104,Safety Audit,2023-12-23,2024-01-17,25,68394.24,EMP0121,Completed,ST019,Critical issue found
MNT00763,TR0041,Interior Refurbishment,2024-01-26,2024-02-25,30,164630.44,EMP0068,Completed,ST013,All systems OK
MNT00764,TR0155,AC Servicing,2023-03-10,2023-03-29,19,498360.42,EMP0177,Completed,ST011,Awaiting spare parts
MNT00765,TR0166,Wheel Replacement,2023-10-25,2023-10-29,4,262536.86,EMP0116,Completed,ST036,Awaiting spare parts
MNT00766,TR0193,Brake Inspection,2023-01-20,2023-01-21,1,111753.99,EMP0480,Completed,ST065,Parts replaced
MNT00767,TR0057,AC Servicing,2024-05-17,2024-06-04,18,115752.16,EMP0412,Completed,ST068,Awaiting spare parts
MNT00768,TR0022,Pantry Car Cleaning,2023-02-26,2023-03-13,15,499936.4,EMP0013,Completed,ST074,Routine check completed
MNT00769,TR0190,Electrical Check,2023-08-30,2023-09-16,17,320416.95,EMP0162,Scheduled,ST012,Critical issue found
MNT00770,TR0171,Electrical Check,2023-05-19,2023-05-27,8,274842.71,EMP0396,Completed,ST012,Routine check completed
MNT00771,TR0045,AC Servicing,2024-08-05,2024-08-11,6,212179.96,EMP0442,Deferred,ST006,Parts replaced
MNT00772,TR0020,Brake Inspection,2023-09-29,2023-10-26,27,141672.32,EMP0425,Completed,ST010,Awaiting spare parts
MNT00773,TR0108,Safety Audit,2024-10-14,2024-11-12,29,381887.11,EMP0456,In Progress,ST020,Critical issue found
MNT00774,TR0037,Engine Overhaul,2023-02-05,2023-02-16,11,160532.44,EMP0300,Completed,ST072,All systems OK
MNT00775,TR0017,Wheel Replacement,2023-10-30,2023-11-18,19,474060.8,EMP0300,Scheduled,ST013,All systems OK
MNT00776,TR0017,Safety Audit,2024-07-15,2024-07-17,2,434379.73,EMP0021,Scheduled,ST003,Awaiting spare parts
MNT00777,TR0088,Engine Overhaul,2023-10-08,2023-11-03,26,156173.24,EMP0248,Completed,ST008,Critical issue found
MNT00778,TR0069,Interior Refurbishment,2023-03-05,2023-03-06,1,471843.69,EMP0448,Scheduled,ST004,Awaiting spare parts
MNT00779,TR0094,Safety Audit,2024-05-03,2024-05-30,27,428476.7,EMP0251,Completed,ST029,All systems OK
MNT00780,TR0022,Brake Inspection,2023-11-02,2023-11-15,13,263794.57,EMP0331,Scheduled,ST035,Parts replaced
MNT00781,TR0168,Safety Audit,2024-07-30,2024-08-07,8,166580.29,EMP0127,Completed,ST007,Parts replaced
MNT00782,TR0028,Safety Audit,2023-07-10,2023-07-23,13,278821.48,EMP0149,Deferred,ST012,Parts replaced
MNT00783,TR0063,Brake Inspection,2023-01-10,2023-01-26,16,15323.76,EMP0430,Completed,ST020,Critical issue found
MNT00784,TR0111,Pantry Car Cleaning,2024-11-27,2024-12-13,16,55465.29,EMP0339,Scheduled,ST054,Routine check completed
MNT00785,TR0131,AC Servicing,2024-01-06,2024-01-14,8,458014.52,EMP0336,Completed,ST037,All systems OK
MNT00786,TR0029,Wheel Replacement,2024-07-25,2024-08-18,24,77638.35,EMP0370,Completed,ST019,Awaiting spare parts
MNT00787,TR0020,Interior Refurbishment,2024-02-06,2024-03-03,26,304265.21,EMP0084,Scheduled,ST050,All systems OK
MNT00788,TR0119,Electrical Check,2024-07-11,2024-07-20,9,297289.54,EMP0054,Scheduled,ST011,Parts replaced
MNT00789,TR0158,Electrical Check,2023-02-22,2023-03-15,21,289685.36,EMP0201,Completed,ST070,Awaiting spare parts
MNT00790,TR0186,Brake Inspection,2024-03-12,2024-04-08,27,105315.51,EMP0108,In Progress,ST040,Awaiting spare parts
MNT00791,TR0100,Scheduled Service,2023-08-25,2023-09-07,13,365519,EMP0366,Completed,ST043,All systems OK
MNT00792,TR0161,Pantry Car Cleaning,2023-08-28,2023-09-17,20,303254.75,EMP0447,In Progress,ST033,Awaiting spare parts
MNT00793,TR0178,Scheduled Service,2024-10-26,2024-11-21,26,357374.82,EMP0223,Completed,ST003,Routine check completed
MNT00794,TR0096,Safety Audit,2024-04-28,2024-05-22,24,22655.64,EMP0482,Scheduled,ST041,Parts replaced
MNT00795,TR0115,Electrical Check,2023-09-06,2023-10-01,25,36684.54,EMP0029,Completed,ST072,Parts replaced
MNT00796,TR0126,Pantry Car Cleaning,2024-07-01,2024-07-23,22,431445.53,EMP0436,Scheduled,ST013,Awaiting spare parts
MNT00797,TR0189,Signaling Equipment,2024-09-15,2024-09-21,6,362760.25,EMP0236,In Progress,ST007,Awaiting spare parts
MNT00798,TR0053,AC Servicing,2024-02-02,2024-02-03,1,226430.14,EMP0414,Completed,ST010,Routine check completed
MNT00799,TR0070,AC Servicing,2023-11-20,2023-11-27,7,279887.54,EMP0467,Completed,ST012,Routine check completed
MNT00800,TR0105,Signaling Equipment,2024-03-01,2024-03-02,1,248198.85,EMP0313,Completed,ST046,Awaiting spare parts
MNT00801,TR0118,Safety Audit,2024-03-07,2024-04-05,29,401133.52,EMP0006,Scheduled,ST066,All systems OK
MNT00802,TR0072,Scheduled Service,2024-05-23,2024-06-09,17,216913.84,EMP0412,Completed,ST032,All systems OK
MNT00803,TR0004,AC Servicing,2024-04-12,2024-05-05,23,356586.73,EMP0376,Scheduled,ST062,Routine check completed
MNT00804,TR0184,Wheel Replacement,2023-02-01,2023-02-25,24,179296.32,EMP0499,Completed,ST009,Awaiting spare parts
MNT00805,TR0063,Interior Refurbishment,2023-10-13,2023-10-27,14,247567.64,EMP0112,Completed,ST051,Parts replaced
MNT00806,TR0046,Pantry Car Cleaning,2023-01-28,2023-02-03,6,266628.65,EMP0126,Completed,ST030,Parts replaced
MNT00807,TR0082,Scheduled Service,2023-02-09,2023-02-25,16,403155.78,EMP0060,Completed,ST064,Routine check completed
MNT00808,TR0038,Electrical Check,2023-06-04,2023-06-14,10,55431.81,EMP0143,Scheduled,ST051,Routine check completed
MNT00809,TR0016,Interior Refurbishment,2023-04-14,2023-04-30,16,168705.11,EMP0385,Completed,ST050,Parts replaced
MNT00810,TR0128,Signaling Equipment,2023-03-11,2023-03-23,12,418721.83,EMP0176,Completed,ST075,Critical issue found
MNT00811,TR0157,Scheduled Service,2023-04-20,2023-04-23,3,475573.31,EMP0495,Completed,ST040,Routine check completed
MNT00812,TR0128,AC Servicing,2024-06-09,2024-07-04,25,369788.97,EMP0194,In Progress,ST069,Parts replaced
MNT00813,TR0114,Signaling Equipment,2024-11-18,2024-11-25,7,483078.82,EMP0379,Completed,ST015,Critical issue found
MNT00814,TR0092,Interior Refurbishment,2024-10-05,2024-10-19,14,428627.1,EMP0197,Completed,ST002,Critical issue found
MNT00815,TR0189,Engine Overhaul,2024-03-18,2024-04-16,29,52345.62,EMP0105,Completed,ST049,Routine check completed
MNT00816,TR0113,Pantry Car Cleaning,2023-07-02,2023-07-17,15,106206.19,EMP0084,Completed,ST042,Awaiting spare parts
MNT00817,TR0019,Engine Overhaul,2023-04-28,2023-05-08,10,100518.81,EMP0144,Deferred,ST058,Awaiting spare parts
MNT00818,TR0197,AC Servicing,2024-01-10,2024-02-05,26,432922.38,EMP0187,Scheduled,ST049,Routine check completed
MNT00819,TR0085,Engine Overhaul,2023-06-05,2023-06-25,20,131604.64,EMP0464,Completed,ST031,Awaiting spare parts
MNT00820,TR0192,Pantry Car Cleaning,2023-04-02,2023-04-21,19,129150.37,EMP0019,In Progress,ST043,Critical issue found
MNT00821,TR0059,Signaling Equipment,2023-01-08,2023-01-22,14,280516.16,EMP0076,Completed,ST045,Routine check completed
MNT00822,TR0071,Wheel Replacement,2024-06-08,2024-06-29,21,471971.28,EMP0373,Completed,ST018,All systems OK
MNT00823,TR0092,Wheel Replacement,2024-10-20,2024-10-24,4,235968.48,EMP0476,Completed,ST012,Parts replaced
MNT00824,TR0117,Signaling Equipment,2023-11-07,2023-11-29,22,450591.58,EMP0305,Deferred,ST030,Routine check completed
MNT00825,TR0104,Engine Overhaul,2024-03-26,2024-04-25,30,347314.03,EMP0181,Completed,ST055,Routine check completed
MNT00826,TR0103,Interior Refurbishment,2024-01-03,2024-01-31,28,391355.4,EMP0293,In Progress,ST074,Parts replaced
MNT00827,TR0197,Pantry Car Cleaning,2024-01-20,2024-02-17,28,375744.22,EMP0310,In Progress,ST068,All systems OK
MNT00828,TR0062,Wheel Replacement,2023-02-09,2023-02-26,17,197240.92,EMP0485,Completed,ST043,Awaiting spare parts
MNT00829,TR0022,Safety Audit,2024-10-18,2024-11-07,20,45100.51,EMP0304,Completed,ST056,Critical issue found
MNT00830,TR0107,Pantry Car Cleaning,2024-02-18,2024-02-28,10,54735.66,EMP0318,Completed,ST075,Awaiting spare parts
MNT00831,TR0147,Pantry Car Cleaning,2023-05-25,2023-06-08,14,73511.48,EMP0057,Scheduled,ST028,Parts replaced
MNT00832,TR0107,Engine Overhaul,2024-02-20,2024-03-19,28,23938.26,EMP0050,Deferred,ST003,Awaiting spare parts
MNT00833,TR0102,Engine Overhaul,2024-08-27,2024-09-19,23,114129.03,EMP0231,Completed,ST023,Critical issue found
MNT00834,TR0150,Brake Inspection,2023-01-27,2023-02-05,9,326826.88,EMP0253,In Progress,ST070,Critical issue found
MNT00835,TR0195,Scheduled Service,2024-02-12,2024-02-28,16,56033.12,EMP0216,Completed,ST007,Parts replaced
MNT00836,TR0041,Brake Inspection,2024-01-02,2024-01-14,12,332865.24,EMP0143,In Progress,ST034,Critical issue found
MNT00837,TR0083,AC Servicing,2023-09-07,2023-09-10,3,173245.07,EMP0480,Deferred,ST041,Awaiting spare parts
MNT00838,TR0143,Interior Refurbishment,2023-12-18,2023-12-26,8,82265.35,EMP0196,Completed,ST041,Critical issue found
MNT00839,TR0196,Signaling Equipment,2024-04-03,2024-04-14,11,261551.7,EMP0437,Completed,ST007,All systems OK
MNT00840,TR0051,Signaling Equipment,2024-10-12,2024-11-01,20,406316.3,EMP0069,Scheduled,ST013,Critical issue found
MNT00841,TR0192,Wheel Replacement,2024-04-03,2024-04-28,25,411266.42,EMP0273,Completed,ST021,Routine check completed
MNT00842,TR0065,Signaling Equipment,2023-08-01,2023-08-19,18,111435.78,EMP0440,Cancelled,ST043,All systems OK
MNT00843,TR0045,Brake Inspection,2023-11-16,2023-12-13,27,497414.92,EMP0316,In Progress,ST017,Parts replaced
MNT00844,TR0103,Wheel Replacement,2023-02-28,2023-03-20,20,207465.25,EMP0463,Cancelled,ST010,Routine check completed
MNT00845,TR0102,Pantry Car Cleaning,2023-11-17,2023-12-12,25,223159.74,EMP0409,Completed,ST011,All systems OK
MNT00846,TR0199,Scheduled Service,2024-02-07,2024-02-26,19,488219.39,EMP0398,Completed,ST024,Critical issue found
MNT00847,TR0072,AC Servicing,2024-05-15,2024-05-24,9,288063.18,EMP0313,Scheduled,ST015,Routine check completed
MNT00848,TR0190,Scheduled Service,2024-01-06,2024-01-17,11,273471.08,EMP0351,Completed,ST001,Awaiting spare parts
MNT00849,TR0104,Safety Audit,2024-03-31,2024-04-13,13,422196.93,EMP0477,Completed,ST035,Parts replaced
MNT00850,TR0109,Signaling Equipment,2024-12-01,2024-12-27,26,307535.2,EMP0458,Completed,ST016,Parts replaced
MNT00851,TR0049,Safety Audit,2023-01-02,2023-01-06,4,179741.59,EMP0113,Completed,ST005,Critical issue found
MNT00852,TR0135,Electrical Check,2023-02-27,2023-03-14,15,485997.06,EMP0176,Scheduled,ST058,Awaiting spare parts
MNT00853,TR0023,Engine Overhaul,2023-06-27,2023-07-01,4,42232.9,EMP0027,Completed,ST004,Parts replaced
MNT00854,TR0023,Scheduled Service,2023-05-16,2023-06-14,29,46794.05,EMP0476,Completed,ST025,Parts replaced
MNT00855,TR0193,AC Servicing,2023-11-23,2023-12-21,28,254202.59,EMP0125,Completed,ST015,Critical issue found
MNT00856,TR0143,Wheel Replacement,2023-05-20,2023-06-17,28,262068.56,EMP0202,Completed,ST066,All systems OK
MNT00857,TR0186,Safety Audit,2023-03-19,2023-04-02,14,32409.78,EMP0269,Completed,ST040,Routine check completed
MNT00858,TR0130,Interior Refurbishment,2023-09-08,2023-09-22,14,396695.82,EMP0316,Completed,ST044,Parts replaced
MNT00859,TR0147,Brake Inspection,2023-07-08,2023-07-23,15,279262.42,EMP0132,Completed,ST061,All systems OK
MNT00860,TR0108,Wheel Replacement,2023-09-13,2023-10-09,26,185723.26,EMP0140,In Progress,ST067,Routine check completed
MNT00861,TR0115,Interior Refurbishment,2024-04-22,2024-04-26,4,410879.08,EMP0050,Completed,ST044,All systems OK
MNT00862,TR0114,AC Servicing,2024-08-29,2024-09-22,24,200373.16,EMP0467,Completed,ST054,Parts replaced
MNT00863,TR0030,Signaling Equipment,2024-01-01,2024-01-22,21,150415.6,EMP0225,Completed,ST015,Routine check completed
MNT00864,TR0164,Pantry Car Cleaning,2024-03-29,2024-04-14,16,418434.63,EMP0402,Completed,ST063,Awaiting spare parts
MNT00865,TR0010,Safety Audit,2023-09-13,2023-09-26,13,208090.56,EMP0464,In Progress,ST055,Critical issue found
MNT00866,TR0081,Safety Audit,2023-02-06,2023-02-19,13,22545.85,EMP0407,In Progress,ST042,Critical issue found
MNT00867,TR0131,Brake Inspection,2024-05-23,2024-06-09,17,31604.57,EMP0456,Completed,ST059,Awaiting spare parts
MNT00868,TR0161,Pantry Car Cleaning,2024-08-27,2024-09-21,25,179869.02,EMP0088,Scheduled,ST007,Parts replaced
MNT00869,TR0151,Scheduled Service,2023-06-30,2023-07-08,8,90369.27,EMP0155,Completed,ST056,Critical issue found
MNT00870,TR0199,Pantry Car Cleaning,2024-08-28,2024-09-21,24,307592.25,EMP0472,Completed,ST057,Parts replaced
MNT00871,TR0053,Interior Refurbishment,2024-08-13,2024-09-08,26,467154.09,EMP0128,Completed,ST041,Critical issue found
MNT00872,TR0114,Pantry Car Cleaning,2023-11-13,2023-12-05,22,474099.01,EMP0404,Completed,ST023,All systems OK
MNT00873,TR0158,Wheel Replacement,2024-09-13,2024-09-19,6,286707.76,EMP0287,Completed,ST038,All systems OK
MNT00874,TR0194,Signaling Equipment,2023-01-01,2023-01-11,10,129818.25,EMP0146,Completed,ST073,All systems OK
MNT00875,TR0176,Engine Overhaul,2023-06-08,2023-06-21,13,49668.26,EMP0242,Completed,ST039,Critical issue found
MNT00876,TR0121,Engine Overhaul,2023-09-24,2023-10-22,28,71387.14,EMP0483,Completed,ST049,All systems OK
MNT00877,TR0030,Electrical Check,2023-04-28,2023-05-02,4,115301.52,EMP0108,Completed,ST062,Routine check completed
MNT00878,TR0122,Interior Refurbishment,2023-04-18,2023-05-09,21,229655.65,EMP0447,Completed,ST016,All systems OK
MNT00879,TR0098,Wheel Replacement,2023-02-06,2023-03-01,23,160101.77,EMP0065,Completed,ST045,Parts replaced
MNT00880,TR0056,AC Servicing,2024-09-24,2024-09-30,6,111977.43,EMP0459,Completed,ST075,All systems OK
MNT00881,TR0193,Brake Inspection,2023-05-11,2023-06-07,27,6809.99,EMP0304,Scheduled,ST033,Parts replaced
MNT00882,TR0122,Scheduled Service,2023-07-25,2023-08-15,21,347605.35,EMP0087,Completed,ST004,Awaiting spare parts
MNT00883,TR0149,Wheel Replacement,2024-10-28,2024-11-24,27,260026.71,EMP0321,In Progress,ST002,All systems OK
MNT00884,TR0109,Signaling Equipment,2023-10-10,2023-10-28,18,259160.78,EMP0451,Completed,ST017,All systems OK
MNT00885,TR0169,Interior Refurbishment,2024-03-07,2024-03-27,20,410031.64,EMP0283,Completed,ST059,Parts replaced
MNT00886,TR0091,Brake Inspection,2024-02-04,2024-02-28,24,130107.86,EMP0474,Completed,ST038,Parts replaced
MNT00887,TR0039,AC Servicing,2023-01-14,2023-02-02,19,449403.98,EMP0141,Completed,ST027,All systems OK
MNT00888,TR0149,Scheduled Service,2023-01-27,2023-02-05,9,464011.03,EMP0277,Deferred,ST050,Critical issue found
MNT00889,TR0095,Brake Inspection,2023-01-15,2023-01-25,10,336738.58,EMP0422,Scheduled,ST038,Critical issue found
MNT00890,TR0175,Electrical Check,2023-12-17,2024-01-08,22,320471.08,EMP0096,Completed,ST046,Critical issue found
