ticket_id,schedule_id,passenger_id,class,route_id,fare,booking_date,seat_number,coach_number,ticket_status,concession_type
TK0005999,SCH00034,PAS000424,General,RT0118,249.86,2024-09-09,C55,C20,Confirmed,
TK0006000,SCH00097,PAS001127,Vistadome,RT0035,4410.02,2023-11-19,C24,C13,Confirmed,
TK0006001,SCH00285,PAS002141,Chair Car,RT0008,2310.22,2023-02-04,D33,C09,Cancelled,
TK0006002,SCH00912,PAS003733,AC 2 Tier,RT0112,4700.53,2024-04-25,E8,C10,Confirmed,
TK0006003,SCH00596,PAS001191,First Class,RT0028,7772.48,2023-09-18,E31,C13,Waitlisted,
TK0006004,SCH00839,PAS002756,Chair Car,RT0133,821.32,2023-03-20,A6,C02,Confirmed,
TK0006005,SCH00197,PAS002195,General,RT0064,879.88,2024-03-19,B25,C10,Confirmed,
TK0006006,SCH00972,PAS000957,General,RT0111,315.4,2024-08-21,E41,C03,Confirmed,Military
TK0006007,SCH00442,PAS000041,General,RT0013,759.29,2024-07-18,C54,C13,Confirmed,Military
TK0006008,SCH00113,PAS001850,Sleeper,RT0052,677.96,2023-03-31,B52,C12,Confirmed,Differently Abled
TK0006009,SCH00181,PAS000704,AC 3 Tier,RT0087,1701.28,2023-02-14,D17,C16,Cancelled,Senior Citizen
TK0006010,SCH00676,PAS004854,AC 2 Tier,RT0137,5952.47,2023-07-07,A44,C03,Confirmed,Military
TK0006011,SCH00761,PAS000744,AC 3 Tier,RT0057,578.22,2023-04-20,C30,C03,RAC,Student
TK0006012,SCH00369,PAS000873,General,RT0093,249.99,2023-03-16,B31,C05,Confirmed,
TK0006013,SCH00232,PAS004374,First Class,RT0055,10275.32,2023-11-16,D23,C10,Confirmed,
TK0006014,SCH00197,PAS004150,AC 2 Tier,RT0122,2894.23,2023-04-02,B24,C15,Confirmed,Military
TK0006015,SCH00039,PAS002570,AC 3 Tier,RT0064,4193.65,2024-12-04,E59,C01,Waitlisted,
TK0006016,SCH00348,PAS004970,AC 3 Tier,RT0112,3953.04,2024-01-08,C2,C19,Cancelled,Student
TK0006017,SCH00206,PAS000367,Sleeper,RT0026,441.39,2024-12-16,E35,C03,Confirmed,
TK0006018,SCH00992,PAS001247,Sleeper,RT0023,472.06,2023-06-15,B56,C06,Confirmed,
TK0006019,SCH00085,PAS000544,Sleeper,RT0049,969.15,2024-06-20,D19,C16,Confirmed,Student
TK0006020,SCH00729,PAS004898,AC 2 Tier,RT0112,6140.7,2023-09-10,C60,C14,Confirmed,Differently Abled
TK0006021,SCH00304,PAS004010,Chair Car,RT0019,1352.73,2024-11-02,A52,C15,Waitlisted,
TK0006022,SCH00020,PAS003449,Sleeper,RT0002,1008.94,2024-04-12,B18,C19,Confirmed,
TK0006023,SCH00414,PAS000883,First Class,RT0071,8274.99,2023-07-13,E14,C04,Confirmed,
TK0006024,SCH00521,PAS000609,AC 3 Tier,RT0082,4026.44,2023-03-02,D34,C04,Confirmed,Military
TK0006025,SCH00690,PAS000500,Vistadome,RT0034,4540.66,2023-12-27,D3,C14,Waitlisted,Senior Citizen
TK0006026,SCH00144,PAS001152,First Class,RT0010,1880.25,2024-10-13,A19,C06,Confirmed,
TK0006027,SCH00279,PAS000672,AC 2 Tier,RT0087,4324.1,2024-01-08,E12,C08,Confirmed,Military
TK0006028,SCH00551,PAS002469,AC 3 Tier,RT0144,4579.63,2023-05-19,B15,C07,Confirmed,
TK0006029,SCH00209,PAS003821,Vistadome,RT0095,422.1,2023-05-31,D18,C15,Confirmed,
TK0006030,SCH00012,PAS001233,AC 3 Tier,RT0004,1231.88,2023-08-10,C42,C10,Confirmed,
TK0006031,SCH00161,PAS002528,AC 3 Tier,RT0134,1724.45,2023-10-16,C49,C20,Confirmed,
TK0006032,SCH00069,PAS000488,Chair Car,RT0106,1191.11,2023-07-07,A58,C09,Confirmed,
TK0006033,SCH00508,PAS003499,General,RT0029,418.29,2023-08-03,C44,C15,Confirmed,Student
TK0006034,SCH00011,PAS001538,AC 3 Tier,RT0025,3604.92,2024-10-20,D46,C12,Cancelled,Student
TK0006035,SCH00625,PAS000073,First Class,RT0046,8896.12,2023-01-02,A37,C17,Confirmed,Student
TK0006036,SCH00589,PAS002722,Sleeper,RT0076,331.28,2024-01-31,A26,C12,Confirmed,
TK0006037,SCH00755,PAS004042,Vistadome,RT0114,2221.58,2023-12-29,C36,C04,Cancelled,Senior Citizen
TK0006038,SCH00990,PAS000345,Chair Car,RT0113,1817.8,2024-09-14,D11,C03,Confirmed,
TK0006039,SCH00603,PAS003506,AC 3 Tier,RT0117,1947.28,2024-05-09,C18,C20,RAC,
TK0006040,SCH00056,PAS003516,Chair Car,RT0074,681.25,2024-08-19,D5,C01,Confirmed,Senior Citizen
TK0006041,SCH00276,PAS001697,Chair Car,RT0147,932.55,2023-01-24,C7,C04,Confirmed,Senior Citizen
TK0006042,SCH00298,PAS002298,Sleeper,RT0032,1604.23,2024-01-14,D6,C14,Waitlisted,
TK0006043,SCH00578,PAS000959,Sleeper,RT0008,1798.11,2023-04-27,A5,C05,Waitlisted,Military
TK0006044,SCH00969,PAS004414,AC 3 Tier,RT0113,2825.47,2023-03-12,C47,C14,RAC,
TK0006045,SCH00945,PAS004391,Vistadome,RT0060,5588.85,2023-09-23,D9,C02,Confirmed,Senior Citizen
TK0006046,SCH00596,PAS002837,Sleeper,RT0015,1256.71,2024-01-20,A15,C03,Confirmed,
TK0006047,SCH00733,PAS003802,Vistadome,RT0031,2362.2,2023-12-27,C4,C04,Confirmed,Senior Citizen
TK0006048,SCH00901,PAS001112,First Class,RT0021,9556.91,2024-07-26,B2,C20,Confirmed,Military
TK0006049,SCH00838,PAS003144,First Class,RT0031,4886.13,2023-10-22,D54,C08,Confirmed,
TK0006050,SCH00375,PAS003228,General,RT0122,293.42,2024-11-25,D45,C03,RAC,
TK0006051,SCH00512,PAS004569,AC 3 Tier,RT0021,2457.75,2023-04-13,D30,C10,Waitlisted,Military
TK0006052,SCH00037,PAS001383,First Class,RT0032,14082.84,2023-09-10,C34,C14,Confirmed,Senior Citizen
TK0006053,SCH00074,PAS001954,AC 2 Tier,RT0115,3235.05,2023-07-26,D41,C03,Confirmed,Student
TK0006054,SCH00924,PAS004714,General,RT0139,873.53,2024-07-26,D56,C15,Waitlisted,Military
TK0006055,SCH00815,PAS004793,Vistadome,RT0092,3894.27,2024-01-07,D14,C15,Confirmed,Senior Citizen
TK0006056,SCH00416,PAS002884,Chair Car,RT0031,1381.08,2024-05-09,D39,C20,Confirmed,
TK0006057,SCH00071,PAS003982,General,RT0045,151.33,2023-03-04,B46,C18,Confirmed,
TK0006058,SCH00019,PAS001496,Chair Car,RT0096,1032.34,2024-09-28,B27,C07,Confirmed,
TK0006059,SCH00390,PAS004988,AC 3 Tier,RT0117,1629.86,2023-04-04,B8,C01,Confirmed,
TK0006060,SCH00244,PAS003887,First Class,RT0077,9836,2023-03-05,C20,C08,Waitlisted,Military
TK0006061,SCH00437,PAS002450,General,RT0001,250.73,2024-03-04,E17,C02,Confirmed,
TK0006062,SCH00225,PAS000368,Vistadome,RT0087,3266.47,2024-02-16,D20,C08,Confirmed,
TK0006063,SCH00197,PAS001702,AC 2 Tier,RT0097,4996.88,2024-01-12,C46,C13,Confirmed,
TK0006064,SCH00466,PAS001346,AC 3 Tier,RT0057,595.62,2023-05-25,B58,C01,Cancelled,Military
TK0006065,SCH00002,PAS000049,Chair Car,RT0086,1638.14,2024-03-25,B48,C20,Confirmed,
TK0006066,SCH00987,PAS001552,AC 2 Tier,RT0006,1384.18,2024-03-29,C13,C14,Confirmed,
TK0006067,SCH00775,PAS002884,AC 3 Tier,RT0113,2822.95,2024-08-05,B1,C07,Confirmed,Senior Citizen
TK0006068,SCH00986,PAS000628,AC 3 Tier,RT0098,2304.58,2024-12-25,D15,C19,Confirmed,Student
TK0006069,SCH00515,PAS002253,Chair Car,RT0048,1479.65,2023-03-02,A10,C02,Confirmed,Senior Citizen
TK0006070,SCH00277,PAS000722,AC 3 Tier,RT0096,1940.51,2023-02-24,D9,C06,Confirmed,Senior Citizen
TK0006071,SCH00095,PAS000144,General,RT0091,148.08,2023-07-09,A3,C20,Confirmed,Senior Citizen
TK0006072,SCH00500,PAS003203,AC 2 Tier,RT0120,7523.08,2023-01-29,A4,C12,Confirmed,
TK0006073,SCH00506,PAS000679,Vistadome,RT0021,3382.41,2023-01-16,D42,C01,Confirmed,
TK0006074,SCH00575,PAS001159,AC 3 Tier,RT0060,3265.39,2023-10-09,C19,C16,Confirmed,
TK0006075,SCH00476,PAS003112,First Class,RT0081,14524.77,2023-10-03,A45,C13,Cancelled,
TK0006076,SCH00479,PAS000067,General,RT0070,546.62,2024-12-28,C12,C16,Confirmed,
TK0006077,SCH00432,PAS002298,AC 2 Tier,RT0074,1516.94,2024-02-24,D8,C19,Confirmed,Differently Abled
TK0006078,SCH00801,PAS002557,Vistadome,RT0018,1346.8,2024-04-08,B10,C02,Cancelled,
TK0006079,SCH00554,PAS004046,Chair Car,RT0111,1120.11,2023-08-05,E47,C10,Confirmed,Senior Citizen
TK0006080,SCH00522,PAS002518,Vistadome,RT0098,3354.63,2024-05-22,B9,C08,Confirmed,Military
TK0006081,SCH00139,PAS002452,Chair Car,RT0094,2429.5,2023-08-31,A48,C10,Waitlisted,Senior Citizen
TK0006082,SCH00923,PAS003370,Vistadome,RT0095,427.08,2024-04-04,A11,C20,Cancelled,
TK0006083,SCH00396,PAS004065,Vistadome,RT0056,1770.4,2024-02-01,D35,C12,Confirmed,
TK0006084,SCH00897,PAS002165,AC 2 Tier,RT0062,1763.72,2023-08-23,E29,C12,Confirmed,
TK0006085,SCH00465,PAS001277,General,RT0003,162.33,2023-11-04,E32,C01,Waitlisted,Senior Citizen
TK0006086,SCH00524,PAS002088,AC 2 Tier,RT0060,6107.54,2024-05-25,A23,C17,Confirmed,
TK0006087,SCH00081,PAS002150,General,RT0028,666.96,2024-02-28,B39,C17,Waitlisted,
TK0006088,SCH00874,PAS000612,Chair Car,RT0002,2200.44,2023-05-15,E26,C02,Confirmed,Senior Citizen
TK0006089,SCH00102,PAS002836,General,RT0058,507.8,2023-10-23,C4,C19,Confirmed,
TK0006090,SCH00288,PAS004791,First Class,RT0146,11576.57,2024-03-07,C42,C12,Confirmed,Senior Citizen
TK0006091,SCH00098,PAS002602,General,RT0121,450.65,2024-08-28,B15,C07,Confirmed,Student
TK0006092,SCH00073,PAS001018,Vistadome,RT0130,1841.2,2023-04-07,C54,C04,Cancelled,Student
TK0006093,SCH00956,PAS004373,First Class,RT0065,9967.97,2023-11-18,B11,C19,Confirmed,
TK0006094,SCH00061,PAS001229,Chair Car,RT0037,205.92,2023-05-22,C34,C15,Confirmed,
TK0006095,SCH00682,PAS001841,Chair Car,RT0073,185.26,2023-05-14,C36,C13,Waitlisted,
TK0006096,SCH00245,PAS000995,General,RT0070,355.02,2024-07-07,E55,C02,Waitlisted,
TK0006097,SCH00456,PAS004603,Sleeper,RT0145,361.45,2024-01-13,D54,C12,Confirmed,
TK0006098,SCH00309,PAS000577,First Class,RT0053,5053.3,2023-08-21,B19,C06,Confirmed,Military
TK0006099,SCH00203,PAS004134,Vistadome,RT0112,3927.98,2023-09-14,C42,C11,Confirmed,
TK0006100,SCH00210,PAS002115,AC 3 Tier,RT0103,2443.87,2023-07-29,A42,C14,Cancelled,
TK0006101,SCH00916,PAS002404,Vistadome,RT0057,979.41,2024-08-10,C11,C01,Waitlisted,
TK0006102,SCH00271,PAS003732,Chair Car,RT0001,859.09,2023-02-20,C53,C03,Confirmed,
TK0006103,SCH00732,PAS002233,First Class,RT0134,4644.8,2024-02-02,C14,C02,Confirmed,Senior Citizen
TK0006104,SCH00771,PAS002762,Chair Car,RT0005,922.81,2023-03-23,B21,C07,Confirmed,
TK0006105,SCH00317,PAS002064,General,RT0039,233.21,2023-09-11,C43,C16,Cancelled,
TK0006106,SCH00561,PAS003160,Chair Car,RT0030,1442.28,2023-01-19,D1,C02,Confirmed,
TK0006107,SCH00172,PAS001367,AC 2 Tier,RT0099,4214.31,2023-12-16,C60,C13,Waitlisted,
TK0006108,SCH00331,PAS000640,First Class,RT0101,3395.38,2023-09-12,D15,C01,Confirmed,
TK0006109,SCH00677,PAS001226,Sleeper,RT0026,444.17,2023-11-06,C47,C09,Confirmed,
TK0006110,SCH00691,PAS004690,First Class,RT0018,2772.68,2024-09-09,D28,C02,Confirmed,Military
TK0006111,SCH00645,PAS002450,Sleeper,RT0137,1432.94,2024-05-27,B50,C19,Confirmed,Senior Citizen
TK0006112,SCH00696,PAS003333,First Class,RT0102,14083,2024-01-03,D58,C02,Confirmed,Senior Citizen
TK0006113,SCH00346,PAS002703,General,RT0130,316.54,2024-12-13,B41,C16,Cancelled,Military
TK0006114,SCH00213,PAS002708,Chair Car,RT0085,2638.85,2024-12-10,C14,C16,Confirmed,
TK0006115,SCH00981,PAS001933,AC 2 Tier,RT0031,3250.65,2023-09-23,A17,C16,Confirmed,
TK0006116,SCH00610,PAS001133,General,RT0029,419.06,2024-08-11,A16,C12,Waitlisted,
TK0006117,SCH00505,PAS000225,Vistadome,RT0065,5309.46,2023-05-06,A58,C18,Confirmed,
TK0006118,SCH00838,PAS003447,General,RT0146,763.77,2023-06-16,A52,C19,Cancelled,
TK0006119,SCH00547,PAS003540,AC 2 Tier,RT0111,3178.34,2024-06-24,B13,C09,RAC,Military
TK0006120,SCH00601,PAS004106,Chair Car,RT0065,2012.24,2024-09-20,D7,C15,Confirmed,
TK0006121,SCH00458,PAS003495,General,RT0060,700.08,2023-06-02,E22,C01,Confirmed,
TK0006122,SCH00841,PAS002649,AC 3 Tier,RT0088,2880.37,2023-12-24,C11,C13,Confirmed,
TK0006123,SCH00808,PAS002776,General,RT0112,490.89,2023-12-30,C30,C13,Confirmed,
TK0006124,SCH00007,PAS000010,Sleeper,RT0048,984.44,2024-03-11,E1,C03,Confirmed,
TK0006125,SCH00548,PAS001421,AC 2 Tier,RT0092,3223.71,2023-12-30,E34,C01,Confirmed,Student
TK0006126,SCH00885,PAS001252,AC 3 Tier,RT0077,3198.38,2024-08-18,E1,C13,Confirmed,Senior Citizen
TK0006127,SCH00313,PAS001297,AC 3 Tier,RT0058,1765.91,2023-08-28,A12,C11,Confirmed,
TK0006128,SCH00226,PAS003893,Vistadome,RT0005,2471.31,2023-05-28,E52,C02,Confirmed,
TK0006129,SCH00184,PAS002278,Chair Car,RT0043,2738.63,2024-01-04,D37,C07,Confirmed,
TK0006130,SCH00744,PAS001161,AC 2 Tier,RT0022,6557.95,2023-12-22,A33,C03,RAC,Military
TK0006131,SCH00961,PAS003956,Vistadome,RT0144,6615.78,2023-03-13,C58,C03,RAC,
TK0006132,SCH00367,PAS004152,General,RT0040,193.53,2024-08-29,A46,C07,Confirmed,Senior Citizen
TK0006133,SCH00893,PAS001692,General,RT0121,461.49,2024-09-23,A29,C13,Confirmed,
TK0006134,SCH00032,PAS001223,First Class,RT0138,4922.78,2023-06-14,A39,C05,Confirmed,
TK0006135,SCH00173,PAS004771,First Class,RT0077,10847.77,2024-04-29,E15,C12,Confirmed,Senior Citizen
TK0006136,SCH00667,PAS003522,AC 3 Tier,RT0077,3076.05,2024-12-19,A18,C16,Confirmed,
TK0006137,SCH00833,PAS000731,Vistadome,RT0019,3109.63,2023-04-25,A21,C04,Cancelled,
TK0006138,SCH00723,PAS004734,General,RT0072,567,2023-10-06,D36,C18,Confirmed,
TK0006139,SCH00121,PAS001045,First Class,RT0056,4695.25,2023-02-25,E50,C14,Confirmed,Student
TK0006140,SCH00410,PAS003977,General,RT0134,254.39,2024-04-09,A24,C04,Confirmed,Military
TK0006141,SCH00629,PAS003624,Sleeper,RT0022,1000.69,2024-04-04,A24,C01,Confirmed,Military
TK0006142,SCH00795,PAS000285,First Class,RT0042,3245.15,2023-01-18,D11,C19,Confirmed,
TK0006143,SCH00493,PAS004299,AC 3 Tier,RT0048,2209.49,2023-05-11,C60,C06,RAC,
TK0006144,SCH00711,PAS001683,Sleeper,RT0150,869.58,2024-12-18,D59,C02,Confirmed,Senior Citizen
TK0006145,SCH00396,PAS004499,Vistadome,RT0035,6116.68,2023-07-14,B13,C09,Confirmed,
TK0006146,SCH00259,PAS001834,Vistadome,RT0107,3693.57,2023-09-02,B53,C05,Confirmed,
TK0006147,SCH00906,PAS001530,First Class,RT0015,8761.41,2023-08-03,D10,C20,Confirmed,Student
TK0006148,SCH00494,PAS001381,AC 2 Tier,RT0035,5381.39,2023-04-07,E13,C10,Waitlisted,
TK0006149,SCH00638,PAS000322,First Class,RT0088,10816.71,2023-08-25,B11,C15,Confirmed,Differently Abled
TK0006150,SCH00521,PAS004345,First Class,RT0032,10417.25,2024-07-16,D22,C08,Confirmed,
TK0006151,SCH00475,PAS004931,First Class,RT0014,3228.05,2024-02-16,E35,C10,Waitlisted,
TK0006152,SCH00297,PAS003521,Vistadome,RT0093,1839.35,2024-10-09,E45,C10,Confirmed,
TK0006153,SCH00894,PAS003193,Chair Car,RT0123,2624.29,2023-07-02,A35,C20,Waitlisted,Differently Abled
TK0006154,SCH00413,PAS000875,Chair Car,RT0039,821.23,2023-04-11,A31,C11,Confirmed,
TK0006155,SCH00648,PAS004556,General,RT0040,168.5,2024-01-05,A31,C02,Confirmed,
TK0006156,SCH00431,PAS001923,Vistadome,RT0089,3079.71,2023-09-03,A17,C14,Confirmed,
TK0006157,SCH00792,PAS004974,First Class,RT0133,3938.88,2024-01-11,A30,C11,Confirmed,Student
TK0006158,SCH00795,PAS004909,AC 2 Tier,RT0131,3273.01,2023-08-14,D5,C13,Confirmed,
TK0006159,SCH00236,PAS001874,General,RT0091,152.83,2024-10-03,D28,C07,Waitlisted,
TK0006160,SCH00592,PAS004546,AC 3 Tier,RT0074,869.21,2023-01-12,C24,C16,Waitlisted,
TK0006161,SCH00105,PAS004050,First Class,RT0081,13428.25,2024-07-31,B19,C07,Confirmed,
TK0006162,SCH00487,PAS004739,Vistadome,RT0072,6156.15,2024-06-06,C24,C08,Confirmed,
TK0006163,SCH00647,PAS003890,First Class,RT0027,1587.97,2024-10-10,E1,C02,Waitlisted,
TK0006164,SCH00265,PAS003707,AC 2 Tier,RT0061,998.69,2023-10-30,B36,C17,Confirmed,
TK0006165,SCH00484,PAS004415,AC 2 Tier,RT0078,5114.94,2023-10-16,C21,C01,Cancelled,Military
TK0006166,SCH00948,PAS000894,Vistadome,RT0081,6072.27,2023-01-27,D42,C20,Waitlisted,
TK0006167,SCH00287,PAS004138,Vistadome,RT0014,2151.39,2024-09-07,A50,C13,Confirmed,Senior Citizen
TK0006168,SCH00610,PAS001468,AC 2 Tier,RT0067,5200.12,2024-06-09,B40,C05,Confirmed,
TK0006169,SCH00008,PAS002700,Vistadome,RT0014,1634.52,2024-05-02,D35,C10,Waitlisted,Student
TK0006170,SCH00519,PAS004727,AC 2 Tier,RT0001,2494.69,2024-04-24,B56,C09,Confirmed,
TK0006171,SCH00957,PAS004003,General,RT0125,165.71,2024-06-27,E10,C14,Confirmed,
TK0006172,SCH00303,PAS002651,Vistadome,RT0133,1914.07,2024-06-06,C3,C19,Confirmed,Senior Citizen
TK0006173,SCH00113,PAS002212,First Class,RT0045,2295.36,2023-05-18,B50,C20,Confirmed,
TK0006174,SCH00972,PAS004827,Chair Car,RT0143,2283.34,2023-08-18,B21,C07,Confirmed,
TK0006175,SCH00637,PAS003523,First Class,RT0120,11776.74,2023-06-10,D13,C16,Confirmed,Senior Citizen
TK0006176,SCH00771,PAS001425,Chair Car,RT0088,1773.49,2024-03-15,E3,C09,RAC,Senior Citizen
TK0006177,SCH00763,PAS004461,AC 2 Tier,RT0093,2223.98,2024-08-25,D11,C07,Confirmed,
TK0006178,SCH00399,PAS004044,First Class,RT0079,3344.53,2024-08-24,A53,C09,Confirmed,
TK0006179,SCH00510,PAS000086,Sleeper,RT0112,1085.48,2024-08-04,B56,C16,Confirmed,
TK0006180,SCH00935,PAS004946,Vistadome,RT0004,1576.5,2023-11-11,B19,C08,Waitlisted,
TK0006181,SCH00909,PAS003152,AC 2 Tier,RT0089,4270.85,2023-05-18,C24,C02,Confirmed,
TK0006182,SCH00459,PAS003704,Vistadome,RT0107,3939.58,2023-02-25,C9,C02,Confirmed,
TK0006183,SCH00618,PAS002169,Chair Car,RT0017,373.33,2023-01-20,C9,C20,Confirmed,
TK0006184,SCH00315,PAS000413,General,RT0065,623.13,2024-05-27,E25,C16,Confirmed,
TK0006185,SCH00224,PAS000145,AC 2 Tier,RT0065,6953.65,2024-02-10,E43,C16,Cancelled,
TK0006186,SCH00302,PAS003619,First Class,RT0129,8659.21,2024-12-01,A37,C08,Waitlisted,
TK0006187,SCH00564,PAS003568,AC 3 Tier,RT0048,2572.2,2024-10-28,A56,C04,Confirmed,Senior Citizen
TK0006188,SCH00164,PAS004699,Vistadome,RT0141,1475.15,2023-10-28,E1,C09,Confirmed,Senior Citizen
TK0006189,SCH00209,PAS003744,First Class,RT0114,3806.72,2023-06-08,D15,C06,Confirmed,
TK0006190,SCH00509,PAS002701,General,RT0069,214.38,2024-08-14,A53,C19,Confirmed,
TK0006191,SCH00393,PAS001257,First Class,RT0026,4457.19,2024-12-22,A41,C16,Confirmed,Military
TK0006192,SCH00562,PAS001983,Sleeper,RT0078,1187.39,2024-09-27,D56,C15,Waitlisted,
TK0006193,SCH00537,PAS004115,AC 2 Tier,RT0054,860.71,2023-03-20,E57,C08,Confirmed,Student
TK0006194,SCH00795,PAS002443,General,RT0103,464.57,2024-03-11,C41,C01,Confirmed,Student
TK0006195,SCH00078,PAS003110,AC 2 Tier,RT0107,4428.31,2024-03-29,D7,C20,Confirmed,Student
TK0006196,SCH00930,PAS001228,General,RT0137,621.52,2024-06-06,C35,C05,Confirmed,
TK0006197,SCH00582,PAS002104,AC 3 Tier,RT0034,2744.92,2023-12-06,D49,C04,Cancelled,
TK0006198,SCH00921,PAS001054,AC 3 Tier,RT0089,2618.64,2023-01-20,E5,C10,RAC,
TK0006199,SCH00869,PAS004493,Sleeper,RT0047,1453.69,2023-04-24,C45,C10,Waitlisted,
TK0006200,SCH00134,PAS004056,Chair Car,RT0018,457.95,2024-04-30,C8,C18,Confirmed,Senior Citizen
TK0006201,SCH00060,PAS002853,First Class,RT0062,3966.87,2023-06-11,C2,C01,Confirmed,
TK0006202,SCH00851,PAS003068,AC 3 Tier,RT0105,2208.54,2024-11-10,D60,C02,Confirmed,Senior Citizen
TK0006203,SCH00419,PAS004122,General,RT0131,495.26,2024-07-29,B19,C12,Confirmed,
TK0006204,SCH00444,PAS003366,AC 3 Tier,RT0001,1396.71,2024-01-04,D54,C16,Confirmed,
TK0006205,SCH00206,PAS003627,Vistadome,RT0103,4729.1,2023-01-11,C48,C16,Confirmed,Military
TK0006206,SCH00234,PAS001907,General,RT0004,189.99,2024-07-17,C28,C06,RAC,
TK0006207,SCH00108,PAS001002,Sleeper,RT0085,1806.03,2023-10-26,D60,C18,Confirmed,
TK0006208,SCH00708,PAS003905,First Class,RT0099,8681.68,2023-03-29,A57,C14,Confirmed,Senior Citizen
TK0006209,SCH00705,PAS003584,AC 2 Tier,RT0014,1979.9,2024-03-02,B32,C14,Confirmed,
TK0006210,SCH00261,PAS000678,AC 2 Tier,RT0030,3750.68,2023-08-19,A58,C06,Cancelled,Student
TK0006211,SCH00704,PAS002745,AC 3 Tier,RT0016,1202.41,2024-05-29,A21,C15,Confirmed,
TK0006212,SCH00837,PAS001021,Chair Car,RT0046,1812.02,2023-02-28,C33,C18,Confirmed,
TK0006213,SCH00841,PAS004002,Chair Car,RT0146,2850.96,2023-11-23,D3,C12,Confirmed,
TK0006214,SCH00248,PAS003824,First Class,RT0022,10829.19,2024-04-17,E35,C06,Confirmed,Military
TK0006215,SCH00029,PAS002609,Vistadome,RT0032,4727.53,2023-09-26,B11,C05,Confirmed,Senior Citizen
TK0006216,SCH00927,PAS004729,AC 2 Tier,RT0028,5553.91,2023-08-10,B31,C04,Cancelled,
TK0006217,SCH00262,PAS001516,Sleeper,RT0074,460.63,2023-09-15,B3,C20,Confirmed,Senior Citizen
TK0006218,SCH00748,PAS001062,Chair Car,RT0129,1671.86,2023-06-14,C33,C14,Confirmed,Student
TK0006219,SCH00382,PAS002603,First Class,RT0127,5371.19,2023-02-01,C13,C15,Cancelled,
TK0006220,SCH00611,PAS002611,AC 2 Tier,RT0017,1017.69,2023-12-13,B60,C11,Waitlisted,
TK0006221,SCH00083,PAS000976,Vistadome,RT0102,6244.64,2024-05-08,D46,C07,Cancelled,
TK0006222,SCH00380,PAS002231,Sleeper,RT0135,400.83,2023-03-15,C13,C17,Confirmed,
TK0006223,SCH00418,PAS004281,AC 2 Tier,RT0022,5522.74,2024-04-07,D47,C01,Confirmed,Senior Citizen
TK0006224,SCH00971,PAS000372,General,RT0001,305.89,2024-06-13,C36,C09,Cancelled,Student
TK0006225,SCH00251,PAS003377,Chair Car,RT0089,1419.75,2023-09-01,C58,C14,Confirmed,
TK0006226,SCH00406,PAS001961,AC 3 Tier,RT0012,3987.15,2024-12-28,E1,C06,Cancelled,
TK0006227,SCH00480,PAS001703,Sleeper,RT0101,360.15,2023-06-20,E33,C15,Confirmed,
TK0006228,SCH00694,PAS002539,Chair Car,RT0102,2219.98,2024-09-19,D2,C13,Confirmed,
TK0006229,SCH00688,PAS000584,Sleeper,RT0069,421.83,2024-09-18,B49,C17,Confirmed,Senior Citizen
TK0006230,SCH00767,PAS002349,AC 2 Tier,RT0078,5327.34,2024-06-02,D26,C06,Confirmed,Military
TK0006231,SCH00586,PAS003930,AC 3 Tier,RT0002,2574.84,2024-02-26,B49,C03,Waitlisted,Senior Citizen
TK0006232,SCH00810,PAS004647,AC 2 Tier,RT0102,6635.39,2023-08-21,D37,C16,Confirmed,Student
TK0006233,SCH00212,PAS003196,Vistadome,RT0006,1256.41,2023-04-20,E26,C05,Cancelled,Student
TK0006234,SCH00495,PAS003524,AC 2 Tier,RT0130,2568.38,2023-07-08,A46,C18,Confirmed,Student
TK0006235,SCH00173,PAS002879,Sleeper,RT0022,1391.5,2024-02-21,B40,C17,Confirmed,
TK0006236,SCH00772,PAS004058,Sleeper,RT0147,701.58,2024-04-13,C5,C13,RAC,Differently Abled
TK0006237,SCH00316,PAS000508,First Class,RT0019,8999.3,2024-02-18,D44,C07,Waitlisted,
TK0006238,SCH00423,PAS000646,Vistadome,RT0011,619.03,2023-10-08,E13,C13,Confirmed,
TK0006239,SCH00326,PAS000921,Sleeper,RT0110,503.79,2023-07-02,A47,C08,Confirmed,Military
TK0006240,SCH00899,PAS001933,Chair Car,RT0120,2408.69,2024-08-28,E10,C14,Confirmed,Senior Citizen
TK0006241,SCH00159,PAS003489,AC 2 Tier,RT0016,1957.15,2023-12-11,D38,C18,Confirmed,Student
TK0006242,SCH00026,PAS003478,AC 3 Tier,RT0064,3286.13,2024-11-23,A27,C16,Confirmed,
TK0006243,SCH00915,PAS001387,Sleeper,RT0115,698.85,2023-12-06,A7,C07,RAC,Senior Citizen
TK0006244,SCH00531,PAS003780,Sleeper,RT0041,784.04,2024-05-31,D2,C17,Confirmed,
TK0006245,SCH00738,PAS000908,Chair Car,RT0086,1580.09,2023-11-02,C33,C15,Confirmed,
TK0006246,SCH00961,PAS000294,Chair Car,RT0137,2440.88,2023-02-03,E30,C12,Confirmed,Senior Citizen
TK0006247,SCH00216,PAS002357,General,RT0096,286.45,2024-01-29,B49,C12,Waitlisted,
TK0006248,SCH00716,PAS002673,Sleeper,RT0011,187.11,2023-06-12,D18,C09,Confirmed,
TK0006249,SCH00894,PAS001520,AC 3 Tier,RT0072,3600.67,2024-10-06,A57,C19,RAC,Student
