booking_id,ticket_id,booking_date,booking_channel,base_fare,convenience_fee,total_amount,booking_status,pnr_number
BK0006189,TK0006189,2023-06-08,Mobile App,3806.72,24.45,3831.17,Pending,PNR7063674021
BK0006190,TK0006190,2024-08-14,IRCTC,214.38,15.25,229.63,Confirmed,PNR4430227195
BK0006191,TK0006191,2024-12-22,Mobile App,4457.19,26.53,4483.72,Confirmed,PNR3971877646
BK0006192,TK0006192,2024-09-27,Agent,1187.39,0,1187.39,Confirmed,PNR7547995321
BK0006193,TK0006193,2023-03-20,Counter,860.71,0,860.71,Confirmed,PNR6943105625
BK0006194,TK0006194,2024-03-11,IRCTC,464.57,41.78,506.35,Cancelled,PNR1115072251
BK0006195,TK0006195,2024-03-29,IRCTC,4428.31,25.39,4453.7,Confirmed,PNR3981876406
BK0006196,TK0006196,2024-06-06,Online,621.52,14.05,635.57,Confirmed,PNR8989452868
BK0006197,TK0006197,2023-12-06,Agent,2744.92,0,2744.92,Confirmed,PNR9108402171
BK0006198,TK0006198,2023-01-20,Mobile App,2618.64,48.63,2667.27,Pending,PNR4845163890
BK0006199,TK0006199,2023-04-24,Online,1453.69,39.63,1493.32,Confirmed,PNR2290730583
BK0006200,TK0006200,2024-04-30,IRCTC,457.95,27.54,485.49,Cancelled,PNR4067763701
BK0006201,TK0006201,2023-06-11,Mobile App,3966.87,43.1,4009.97,Confirmed,PNR4552951173
BK0006202,TK0006202,2024-11-10,Counter,2208.54,0,2208.54,Confirmed,PNR1628246236
BK0006203,TK0006203,2024-07-29,IRCTC,495.26,20.73,515.99,Pending,PNR1670642640
BK0006204,TK0006204,2024-01-04,Agent,1396.71,0,1396.71,Confirmed,PNR5881096741
BK0006205,TK0006205,2023-01-11,Mobile App,4729.1,44.35,4773.45,Pending,PNR8793390328
BK0006206,TK0006206,2024-07-17,Counter,189.99,0,189.99,Confirmed,PNR8995092789
BK0006207,TK0006207,2023-10-26,Counter,1806.03,0,1806.03,Confirmed,PNR8916669950
BK0006208,TK0006208,2023-03-29,Mobile App,8681.68,16.61,8698.29,Confirmed,PNR3597585402
BK0006209,TK0006209,2024-03-02,Agent,1979.9,0,1979.9,Pending,PNR7769852601
BK0006210,TK0006210,2023-08-19,Mobile App,3750.68,49.11,3799.79,Confirmed,PNR1777817606
BK0006211,TK0006211,2024-05-29,Agent,1202.41,0,1202.41,Confirmed,PNR9179158171
BK0006212,TK0006212,2023-02-28,IRCTC,1812.02,35.43,1847.45,Confirmed,PNR8261027744
BK0006213,TK0006213,2023-11-23,IRCTC,2850.96,40.25,2891.21,Pending,PNR4837231813
BK0006214,TK0006214,2024-04-17,IRCTC,10829.19,36.81,10866,Confirmed,PNR1878349604
BK0006215,TK0006215,2023-09-26,Online,4727.53,29.19,4756.72,Confirmed,PNR5967208983
BK0006216,TK0006216,2023-08-10,IRCTC,5553.91,38.36,5592.27,Confirmed,PNR9491772628
BK0006217,TK0006217,2023-09-15,Online,460.63,40.35,500.98,Confirmed,PNR3256220903
BK0006218,TK0006218,2023-06-14,Counter,1671.86,0,1671.86,Confirmed,PNR9463786321
BK0006219,TK0006219,2023-02-01,Online,5371.19,35.64,5406.83,Confirmed,PNR1994902522
BK0006220,TK0006220,2023-12-13,Agent,1017.69,0,1017.69,Confirmed,PNR8261545211
BK0006221,TK0006221,2024-05-08,Counter,6244.64,0,6244.64,Confirmed,PNR1229296919
BK0006222,TK0006222,2023-03-15,Online,400.83,47.18,448.01,Confirmed,PNR1989598484
BK0006223,TK0006223,2024-04-07,Counter,5522.74,0,5522.74,Confirmed,PNR3271213401
BK0006224,TK0006224,2024-06-13,Agent,305.89,0,305.89,Cancelled,PNR5616358001
BK0006225,TK0006225,2023-09-01,IRCTC,1419.75,38.09,1457.84,Pending,PNR8460767635
BK0006226,TK0006226,2024-12-28,IRCTC,3987.15,12.05,3999.2,Confirmed,PNR3203701756
BK0006227,TK0006227,2023-06-20,Mobile App,360.15,16.2,376.35,Confirmed,PNR1281767752
BK0006228,TK0006228,2024-09-19,IRCTC,2219.98,41.13,2261.11,Cancelled,PNR3317527266
BK0006229,TK0006229,2024-09-18,Online,421.83,39,460.83,Cancelled,PNR6868616439
BK0006230,TK0006230,2024-06-02,Counter,5327.34,0,5327.34,Confirmed,PNR9529866325
BK0006231,TK0006231,2024-02-26,Counter,2574.84,0,2574.84,Confirmed,PNR3059955290
BK0006232,TK0006232,2023-08-21,IRCTC,6635.39,49.04,6684.43,Confirmed,PNR7496998196
BK0006233,TK0006233,2023-04-20,Counter,1256.41,0,1256.41,Confirmed,PNR2854608199
BK0006234,TK0006234,2023-07-08,IRCTC,2568.38,31.53,2599.91,Confirmed,PNR2100116929
BK0006235,TK0006235,2024-02-21,Agent,1391.5,0,1391.5,Confirmed,PNR4426767010
BK0006236,TK0006236,2024-04-13,Counter,701.58,0,701.58,Confirmed,PNR5232221741
BK0006237,TK0006237,2024-02-18,Online,8999.3,17.3,9016.6,Confirmed,PNR8328614497
BK0006238,TK0006238,2023-10-08,Mobile App,619.03,29.36,648.39,Pending,PNR9564889402
BK0006239,TK0006239,2023-07-02,Counter,503.79,0,503.79,Cancelled,PNR5680528476
BK0006240,TK0006240,2024-08-28,IRCTC,2408.69,10.49,2419.18,Confirmed,PNR4217636565
BK0006241,TK0006241,2023-12-11,Counter,1957.15,0,1957.15,Confirmed,PNR8688684077
BK0006242,TK0006242,2024-11-23,IRCTC,3286.13,20.84,3306.97,Confirmed,PNR8291018086
BK0006243,TK0006243,2023-12-06,Online,698.85,49.93,748.78,Cancelled,PNR3913709740
BK0006244,TK0006244,2024-05-31,Counter,784.04,0,784.04,Cancelled,PNR7146007499
BK0006245,TK0006245,2023-11-02,Counter,1580.09,0,1580.09,Confirmed,PNR8997682004
BK0006246,TK0006246,2023-02-03,Counter,2440.88,0,2440.88,Confirmed,PNR1852667373
BK0006247,TK0006247,2024-01-29,Online,286.45,34.86,321.31,Cancelled,PNR9278453987
BK0006248,TK0006248,2023-06-12,Mobile App,187.11,45.83,232.94,Confirmed,PNR7857353367
BK0006249,TK0006249,2024-10-06,Mobile App,3600.67,42.3,3642.97,Confirmed,PNR9359045603
BK0006250,TK0006250,2023-01-10,Counter,5057.39,0,5057.39,Confirmed,PNR8225506032
BK0006251,TK0006251,2024-03-29,Agent,4302.68,0,4302.68,Confirmed,PNR3416169740
BK0006252,TK0006252,2024-09-03,Mobile App,435.61,46.12,481.73,Confirmed,PNR2839655644
BK0006253,TK0006253,2024-07-18,Mobile App,1718.02,37.29,1755.31,Confirmed,PNR9643679438
BK0006254,TK0006254,2023-06-18,IRCTC,4530.75,19.81,4550.56,Confirmed,PNR9700054762
BK0006255,TK0006255,2023-07-24,Online,2779.79,23.56,2803.35,Confirmed,PNR3819436424
BK0006256,TK0006256,2023-11-27,Counter,280.86,0,280.86,Confirmed,PNR6090482614
BK0006257,TK0006257,2024-10-02,Online,579.12,38,617.12,Confirmed,PNR5928262931
BK0006258,TK0006258,2024-05-09,Mobile App,1272.71,17.95,1290.66,Confirmed,PNR5273591669
BK0006259,TK0006259,2024-04-24,IRCTC,2199.82,42.6,2242.42,Cancelled,PNR5739635863
BK0006260,TK0006260,2023-05-16,Online,6869.59,43.07,6912.66,Confirmed,PNR9524795810
BK0006261,TK0006261,2024-02-07,Online,901.32,35.31,936.63,Confirmed,PNR1158689465
BK0006262,TK0006262,2023-09-10,Counter,4194.89,0,4194.89,Cancelled,PNR5636777341
BK0006263,TK0006263,2024-01-10,Online,1941.38,38.99,1980.37,Confirmed,PNR7228702245
BK0006264,TK0006264,2024-10-24,Online,1532.96,25.46,1558.42,Cancelled,PNR7791718249
BK0006265,TK0006265,2023-06-20,IRCTC,1353.31,23.55,1376.86,Confirmed,PNR7993732368
BK0006266,TK0006266,2024-02-10,Agent,1640.15,0,1640.15,Confirmed,PNR6580655414
BK0006267,TK0006267,2023-08-03,IRCTC,1076.45,42.18,1118.63,Confirmed,PNR9909999880
BK0006268,TK0006268,2023-09-29,Online,2255.22,35.35,2290.57,Confirmed,PNR8563229843
BK0006269,TK0006269,2023-07-20,Mobile App,1169.66,35.21,1204.87,Pending,PNR8181258709
BK0006270,TK0006270,2023-06-30,IRCTC,9897.66,35.51,9933.17,Confirmed,PNR7924485003
BK0006271,TK0006271,2024-10-27,Online,3002.47,19.83,3022.3,Cancelled,PNR7319152988
BK0006272,TK0006272,2024-09-19,Online,905.66,42.3,947.96,Confirmed,PNR5300340440
BK0006273,TK0006273,2024-12-10,IRCTC,370.2,41.35,411.55,Confirmed,PNR4961739973
BK0006274,TK0006274,2023-03-22,Counter,1676.04,0,1676.04,Confirmed,PNR8780470465
BK0006275,TK0006275,2023-06-04,Agent,1377.4,0,1377.4,Cancelled,PNR2217638294
BK0006276,TK0006276,2023-12-13,Online,4814.29,38.67,4852.96,Confirmed,PNR1046801834
BK0006277,TK0006277,2023-08-08,Online,4607.23,20.37,4627.6,Confirmed,PNR3845275418
BK0006278,TK0006278,2023-11-09,IRCTC,643.87,37.4,681.27,Confirmed,PNR7712207010
BK0006279,TK0006279,2024-10-22,Agent,1373.52,0,1373.52,Confirmed,PNR6844510965
BK0006280,TK0006280,2023-05-25,Online,4970.38,21.76,4992.14,Confirmed,PNR8986895113
BK0006281,TK0006281,2023-08-12,Mobile App,902.12,16.02,918.14,Confirmed,PNR3706356566
BK0006282,TK0006282,2024-11-12,Online,1949.9,30.2,1980.1,Confirmed,PNR5799515333
BK0006283,TK0006283,2023-05-07,Counter,7728.42,0,7728.42,Confirmed,PNR5946154712
BK0006284,TK0006284,2023-01-20,Online,6530.91,33.27,6564.18,Confirmed,PNR1828000789
BK0006285,TK0006285,2024-12-10,Counter,1097.39,0,1097.39,Confirmed,PNR2449936120
BK0006286,TK0006286,2024-03-24,Counter,1001.9,0,1001.9,Confirmed,PNR8500049640
BK0006287,TK0006287,2024-06-05,Counter,1090.1,0,1090.1,Pending,PNR6289123449
BK0006288,TK0006288,2023-02-25,Counter,5630.14,0,5630.14,Confirmed,PNR6908244187
BK0006289,TK0006289,2023-03-18,Online,1240.62,49.42,1290.04,Confirmed,PNR2300906785
BK0006290,TK0006290,2023-07-18,Mobile App,333.65,30.83,364.48,Confirmed,PNR3535006064
BK0006291,TK0006291,2023-03-25,Online,6391.2,34.84,6426.04,Confirmed,PNR7658653290
BK0006292,TK0006292,2024-07-12,Counter,867.18,0,867.18,Confirmed,PNR2779560804
BK0006293,TK0006293,2024-06-03,IRCTC,1911.92,44.17,1956.09,Confirmed,PNR4212894442
BK0006294,TK0006294,2023-01-25,Online,1180.01,20.21,1200.22,Confirmed,PNR1079658129
BK0006295,TK0006295,2024-02-09,Mobile App,5999.2,10.33,6009.53,Confirmed,PNR6185757144
BK0006296,TK0006296,2024-07-12,Mobile App,7620.89,42.16,7663.05,Confirmed,PNR4700446459
BK0006297,TK0006297,2023-09-07,Agent,1603.84,0,1603.84,Confirmed,PNR6451228877
BK0006298,TK0006298,2024-02-13,Online,1024.94,37.33,1062.27,Pending,PNR9980967750
BK0006299,TK0006299,2023-02-27,Mobile App,137.2,24.78,161.98,Confirmed,PNR1109669341
BK0006300,TK0006300,2024-06-20,Mobile App,7272.39,29.76,7302.15,Confirmed,PNR2488057229
BK0006301,TK0006301,2024-11-22,Online,1244.4,33.67,1278.07,Cancelled,PNR1175932035
BK0006302,TK0006302,2023-02-17,IRCTC,1421.57,42.2,1463.77,Confirmed,PNR8952295137
BK0006303,TK0006303,2023-12-06,Mobile App,1675.5,46.15,1721.65,Confirmed,PNR3788285726
BK0006304,TK0006304,2024-01-24,Agent,3130.68,0,3130.68,Confirmed,PNR9162326028
BK0006305,TK0006305,2024-12-02,Mobile App,2507.98,18.13,2526.11,Cancelled,PNR9935534108
BK0006306,TK0006306,2024-02-17,Mobile App,1612.29,10.21,1622.5,Confirmed,PNR7678092292
BK0006307,TK0006307,2024-04-03,Counter,3587.32,0,3587.32,Confirmed,PNR5705825963
BK0006308,TK0006308,2023-01-01,Agent,822.39,0,822.39,Confirmed,PNR4377290537
BK0006309,TK0006309,2023-06-29,Mobile App,992.6,17.79,1010.39,Confirmed,PNR5917713912
BK0006310,TK0006310,2023-08-16,Agent,2285.87,0,2285.87,Confirmed,PNR7877179239
BK0006311,TK0006311,2024-04-27,Counter,3666.11,0,3666.11,Confirmed,PNR2597444244
BK0006312,TK0006312,2023-02-10,Online,3105.6,49.5,3155.1,Confirmed,PNR5393932309
BK0006313,TK0006313,2024-11-07,Counter,1278.28,0,1278.28,Cancelled,PNR1612985910
BK0006314,TK0006314,2024-02-21,IRCTC,4038.76,24.17,4062.93,Confirmed,PNR3361151350
BK0006315,TK0006315,2024-02-13,Online,3948.83,18.21,3967.04,Confirmed,PNR6215213928
BK0006316,TK0006316,2024-09-01,Online,795.65,41.59,837.24,Confirmed,PNR3408852920
BK0006317,TK0006317,2023-05-19,Online,3345.7,29.32,3375.02,Confirmed,PNR3850298099
BK0006318,TK0006318,2024-01-24,Mobile App,3673.35,19.39,3692.74,Confirmed,PNR9516367929
BK0006319,TK0006319,2023-06-27,Agent,549.13,0,549.13,Confirmed,PNR4989621712
BK0006320,TK0006320,2023-11-30,Agent,994.25,0,994.25,Confirmed,PNR5928029309
BK0006321,TK0006321,2024-06-21,Online,5692.16,17.65,5709.81,Cancelled,PNR2912843541
BK0006322,TK0006322,2023-10-26,IRCTC,1919.7,20.9,1940.6,Confirmed,PNR1621692615
BK0006323,TK0006323,2024-10-16,Agent,3669.72,0,3669.72,Cancelled,PNR5253245807
BK0006324,TK0006324,2024-08-13,Mobile App,1751.07,49.82,1800.89,Confirmed,PNR2722387054
BK0006325,TK0006325,2023-08-22,Agent,248.32,0,248.32,Cancelled,PNR6635619894
BK0006326,TK0006326,2024-09-05,Online,2365.59,19.07,2384.66,Confirmed,PNR7747247799
BK0006327,TK0006327,2023-07-22,IRCTC,3357.31,17.17,3374.48,Pending,PNR4825924938
BK0006328,TK0006328,2024-10-01,Online,3006.07,41.31,3047.38,Confirmed,PNR9804063200
BK0006329,TK0006329,2024-11-08,IRCTC,521.3,45.23,566.53,Confirmed,PNR7983160865
BK0006330,TK0006330,2023-10-16,Counter,1337.32,0,1337.32,Cancelled,PNR4831298348
BK0006331,TK0006331,2023-04-23,IRCTC,161.61,31.6,193.21,Confirmed,PNR8229960211
BK0006332,TK0006332,2024-09-04,IRCTC,4040.35,48.35,4088.7,Confirmed,PNR4369347879
BK0006333,TK0006333,2024-06-27,Online,453.3,10.21,463.51,Confirmed,PNR3699957888
BK0006334,TK0006334,2024-01-31,Online,1357.46,45.21,1402.67,Confirmed,PNR3063054739
BK0006335,TK0006335,2024-12-13,Agent,1450.18,0,1450.18,Confirmed,PNR6115995243
BK0006336,TK0006336,2024-10-03,IRCTC,559.93,28.35,588.28,Confirmed,PNR2770625053
BK0006337,TK0006337,2023-06-30,Agent,4010.27,0,4010.27,Cancelled,PNR5393572003
BK0006338,TK0006338,2024-03-10,Counter,7237.7,0,7237.7,Cancelled,PNR9453747073
BK0006339,TK0006339,2023-01-27,Agent,4430.29,0,4430.29,Confirmed,PNR3907905201
BK0006340,TK0006340,2024-09-07,Online,9043.17,44.07,9087.24,Confirmed,PNR3621818526
BK0006341,TK0006341,2023-03-29,Counter,3519.2,0,3519.2,Cancelled,PNR7639088219
BK0006342,TK0006342,2024-02-22,Counter,5574.61,0,5574.61,Confirmed,PNR6480132601
BK0006343,TK0006343,2023-04-17,Mobile App,680.17,33.19,713.36,Pending,PNR6149956966
BK0006344,TK0006344,2023-08-10,Mobile App,766.72,22.81,789.53,Confirmed,PNR9255887451
BK0006345,TK0006345,2024-04-20,Agent,242.57,0,242.57,Confirmed,PNR5648095526
BK0006346,TK0006346,2024-04-18,Counter,458.41,0,458.41,Confirmed,PNR7871749209
BK0006347,TK0006347,2023-09-14,Counter,3967.86,0,3967.86,Confirmed,PNR3619815833
BK0006348,TK0006348,2023-04-23,IRCTC,440.08,27.7,467.78,Confirmed,PNR1364072208
BK0006349,TK0006349,2024-09-16,Online,5874.74,23.25,5897.99,Cancelled,PNR9230919444
BK0006350,TK0006350,2023-06-03,IRCTC,1654.08,48.4,1702.48,Confirmed,PNR4349312078
BK0006351,TK0006351,2023-09-21,IRCTC,8642.13,14.82,8656.95,Confirmed,PNR5050980708
BK0006352,TK0006352,2023-08-24,IRCTC,2269.66,42.54,2312.2,Confirmed,PNR2446767419
BK0006353,TK0006353,2024-10-13,IRCTC,4615.86,11.65,4627.51,Confirmed,PNR4198555856
BK0006354,TK0006354,2024-12-16,Mobile App,1483.15,22.08,1505.23,Confirmed,PNR2792401181
BK0006355,TK0006355,2023-08-24,Counter,234.97,0,234.97,Confirmed,PNR8893953408
BK0006356,TK0006356,2023-07-20,Agent,615.68,0,615.68,Confirmed,PNR3468522916
BK0006357,TK0006357,2023-09-27,Agent,879.39,0,879.39,Confirmed,PNR6181615206
BK0006358,TK0006358,2024-02-24,Mobile App,1326.14,34.99,1361.13,Confirmed,PNR7654435619
BK0006359,TK0006359,2024-08-03,IRCTC,3637.42,17.61,3655.03,Confirmed,PNR4650540698
BK0006360,TK0006360,2024-03-27,Mobile App,673.31,44.74,718.05,Cancelled,PNR6529999150
BK0006361,TK0006361,2024-12-05,Online,166.44,16.11,182.55,Confirmed,PNR5566762970
BK0006362,TK0006362,2024-09-25,Counter,1152.5,0,1152.5,Confirmed,PNR5406261786
BK0006363,TK0006363,2024-11-13,Online,475.84,44.63,520.47,Confirmed,PNR1295513955
BK0006364,TK0006364,2024-04-09,Mobile App,829.62,27.08,856.7,Confirmed,PNR6606752308
BK0006365,TK0006365,2024-04-16,IRCTC,1124.35,43.12,1167.47,Cancelled,PNR8990436601
BK0006366,TK0006366,2024-01-07,Online,2672.5,26.99,2699.49,Confirmed,PNR5622671020
BK0006367,TK0006367,2023-11-29,Agent,5253.85,0,5253.85,Confirmed,PNR1545677955
BK0006368,TK0006368,2023-08-31,Counter,1720.19,0,1720.19,Cancelled,PNR9311842081
BK0006369,TK0006369,2024-06-19,Counter,521.93,0,521.93,Confirmed,PNR1021606929
BK0006370,TK0006370,2023-02-04,Mobile App,492.05,29.44,521.49,Confirmed,PNR8848831597
BK0006371,TK0006371,2024-07-14,Mobile App,677.38,12.4,689.78,Confirmed,PNR6978174136
BK0006372,TK0006372,2024-02-04,Mobile App,1238.4,22.9,1261.3,Cancelled,PNR2159461998
BK0006373,TK0006373,2024-08-08,IRCTC,2309.72,34.77,2344.49,Confirmed,PNR6810955462
BK0006374,TK0006374,2024-06-22,IRCTC,4949.51,13.46,4962.97,Confirmed,PNR7689344110
BK0006375,TK0006375,2024-11-14,Mobile App,866.12,37,903.12,Confirmed,PNR6088660657
BK0006376,TK0006376,2023-08-05,Agent,1421.69,0,1421.69,Confirmed,PNR5579644648
BK0006377,TK0006377,2024-06-29,Counter,542.88,0,542.88,Confirmed,PNR3585629590
BK0006378,TK0006378,2023-09-09,Agent,9062.89,0,9062.89,Confirmed,PNR9082322181
BK0006379,TK0006379,2023-11-15,Counter,4980.62,0,4980.62,Confirmed,PNR1122538128
BK0006380,TK0006380,2024-11-27,Agent,1358.25,0,1358.25,Confirmed,PNR9459646364
BK0006381,TK0006381,2023-06-09,IRCTC,645.81,34.63,680.44,Confirmed,PNR7212113116
BK0006382,TK0006382,2023-09-26,Counter,412.31,0,412.31,Cancelled,PNR7046051594
BK0006383,TK0006383,2023-07-14,Mobile App,3225.63,31.61,3257.24,Confirmed,PNR8402107016
BK0006384,TK0006384,2024-09-01,IRCTC,224.24,47,271.24,Confirmed,PNR1998233738
BK0006385,TK0006385,2023-09-05,IRCTC,981.67,25.85,1007.52,Confirmed,PNR8156525073
BK0006386,TK0006386,2023-07-12,Online,6008.45,27.95,6036.4,Confirmed,PNR7224297894
BK0006387,TK0006387,2024-02-04,Mobile App,1036.3,11.77,1048.07,Confirmed,PNR9981894862
BK0006388,TK0006388,2024-10-12,Counter,555.92,0,555.92,Cancelled,PNR1736091276
BK0006389,TK0006389,2024-12-10,IRCTC,369.22,36.52,405.74,Confirmed,PNR8950910536
BK0006390,TK0006390,2024-06-08,Counter,3736.14,0,3736.14,Confirmed,PNR9696072448
BK0006391,TK0006391,2023-09-18,Mobile App,4727.47,42.1,4769.57,Confirmed,PNR1744409091
BK0006392,TK0006392,2024-02-14,Agent,2289.56,0,2289.56,Cancelled,PNR3715527082
BK0006393,TK0006393,2024-07-21,Mobile App,12855.37,14.31,12869.68,Confirmed,PNR9970535553
BK0006394,TK0006394,2024-02-15,Agent,1674.49,0,1674.49,Confirmed,PNR4296945544
BK0006395,TK0006395,2024-07-31,Online,6629.8,11.26,6641.06,Confirmed,PNR2170928346
BK0006396,TK0006396,2024-11-17,Mobile App,75.57,12.26,87.83,Pending,PNR2536158413
BK0006397,TK0006397,2023-02-11,Mobile App,185.38,27.5,212.88,Confirmed,PNR9725170186
BK0006398,TK0006398,2024-11-24,Online,672.2,37.64,709.84,Confirmed,PNR8518415512
BK0006399,TK0006399,2024-11-07,IRCTC,496.22,27.7,523.92,Confirmed,PNR8490854911
BK0006400,TK0006400,2024-08-21,Counter,346.32,0,346.32,Confirmed,PNR1861134829
BK0006401,TK0006401,2023-08-23,IRCTC,2914.46,16.54,2931,Pending,PNR7876651925
BK0006402,TK0006402,2023-10-01,Counter,212.99,0,212.99,Cancelled,PNR9251310499
BK0006403,TK0006403,2023-02-15,Agent,3442.9,0,3442.9,Confirmed,PNR1109564836
BK0006404,TK0006404,2023-11-09,Online,5208.9,10.97,5219.87,Confirmed,PNR3929555784
BK0006405,TK0006405,2024-02-25,IRCTC,3672.62,20.34,3692.96,Confirmed,PNR5578320514
BK0006406,TK0006406,2024-07-22,Mobile App,5184.66,41.75,5226.41,Confirmed,PNR5834149755
BK0006407,TK0006407,2023-09-23,Mobile App,824.88,30.46,855.34,Cancelled,PNR1153560698
BK0006408,TK0006408,2023-07-07,Counter,2956.95,0,2956.95,Confirmed,PNR4451067474
BK0006409,TK0006409,2023-04-08,IRCTC,1620.24,15.04,1635.28,Confirmed,PNR7191461333
BK0006410,TK0006410,2023-03-23,Agent,471.64,0,471.64,Confirmed,PNR4668292101
BK0006411,TK0006411,2023-07-24,Counter,4150.85,0,4150.85,Confirmed,PNR1437888847
BK0006412,TK0006412,2024-06-30,Agent,988.63,0,988.63,Confirmed,PNR2335894010
BK0006413,TK0006413,2024-11-10,Mobile App,3263.5,29.7,3293.2,Confirmed,PNR3643946146
BK0006414,TK0006414,2024-08-25,Agent,585.19,0,585.19,Confirmed,PNR9469105392
BK0006415,TK0006415,2023-12-05,Mobile App,12665.04,39.34,12704.38,Confirmed,PNR5247950502
BK0006416,TK0006416,2023-04-22,Mobile App,566.14,24.92,591.06,Confirmed,PNR9719470778
BK0006417,TK0006417,2023-02-13,IRCTC,6667.27,24.73,6692,Cancelled,PNR4326226308
BK0006418,TK0006418,2023-08-21,Counter,1535.69,0,1535.69,Confirmed,PNR4196012370
BK0006419,TK0006419,2024-04-10,IRCTC,76.78,42.13,118.91,Confirmed,PNR8224987456
BK0006420,TK0006420,2023-05-23,Agent,7405.42,0,7405.42,Confirmed,PNR3944084118
BK0006421,TK0006421,2023-05-09,Agent,1295.36,0,1295.36,Confirmed,PNR8485760900
BK0006422,TK0006422,2024-03-01,Online,6981.01,14.69,6995.7,Confirmed,PNR2403843074
BK0006423,TK0006423,2024-02-22,Agent,1682.62,0,1682.62,Confirmed,PNR8826201048
BK0006424,TK0006424,2023-04-27,Online,2199.66,38.78,2238.44,Confirmed,PNR4310966733
BK0006425,TK0006425,2023-05-25,Counter,2610.38,0,2610.38,Confirmed,PNR4682746778
BK0006426,TK0006426,2023-01-06,Counter,446.34,0,446.34,Confirmed,PNR9868507709
BK0006427,TK0006427,2023-05-23,IRCTC,3297.81,45.36,3343.17,Confirmed,PNR3612801171
BK0006428,TK0006428,2024-01-11,IRCTC,2237.04,10.53,2247.57,Cancelled,PNR5856976157
BK0006429,TK0006429,2024-11-07,Mobile App,90.87,46.43,137.3,Confirmed,PNR9061427828
BK0006430,TK0006430,2024-01-06,IRCTC,807.61,25.15,832.76,Cancelled,PNR4234418525
BK0006431,TK0006431,2023-04-28,Counter,3772.99,0,3772.99,Confirmed,PNR8107541907
BK0006432,TK0006432,2023-04-11,Mobile App,235.76,47.33,283.09,Confirmed,PNR8005450330
BK0006433,TK0006433,2023-11-22,IRCTC,3981.15,37,4018.15,Confirmed,PNR3616622280
BK0006434,TK0006434,2024-03-27,Online,960.73,27.38,988.11,Confirmed,PNR9748790046
BK0006435,TK0006435,2023-10-08,Counter,2626.24,0,2626.24,Confirmed,PNR6361209745
BK0006436,TK0006436,2023-03-20,Mobile App,3532.18,17.64,3549.82,Confirmed,PNR3485564968
BK0006437,TK0006437,2023-11-13,Agent,3627.3,0,3627.3,Confirmed,PNR3899317272
BK0006438,TK0006438,2023-10-28,Counter,4246.37,0,4246.37,Confirmed,PNR6613866938
BK0006439,TK0006439,2023-09-03,Mobile App,2857.76,17.22,2874.98,Confirmed,PNR4301778466
BK0006440,TK0006440,2023-05-27,Agent,673.9,0,673.9,Confirmed,PNR8953022995
BK0006441,TK0006441,2024-09-17,Counter,1349.5,0,1349.5,Confirmed,PNR7284050949
BK0006442,TK0006442,2023-06-08,Mobile App,9334.41,42.93,9377.34,Confirmed,PNR4017640840
BK0006443,TK0006443,2023-04-17,IRCTC,6248.8,25.67,6274.47,Confirmed,PNR7594915688
BK0006444,TK0006444,2024-11-04,Online,65.14,26.56,91.7,Confirmed,PNR8339532588
BK0006445,TK0006445,2023-04-01,Agent,1939.69,0,1939.69,Confirmed,PNR4769583172
BK0006446,TK0006446,2024-05-21,Agent,1185.43,0,1185.43,Confirmed,PNR3493013546
BK0006447,TK0006447,2023-04-12,Counter,1310.03,0,1310.03,Confirmed,PNR9912030522
BK0006448,TK0006448,2023-07-01,Mobile App,772.39,37,809.39,Cancelled,PNR1804306992
BK0006449,TK0006449,2023-06-24,IRCTC,2430.87,26.42,2457.29,Confirmed,PNR6542982583
BK0006450,TK0006450,2024-08-04,Online,4826.18,27.26,4853.44,Confirmed,PNR1609397554
BK0006451,TK0006451,2023-06-06,Counter,465.41,0,465.41,Confirmed,PNR2034979423
BK0006452,TK0006452,2024-05-02,Mobile App,1117.68,36.46,1154.14,Confirmed,PNR1839988574
BK0006453,TK0006453,2023-03-01,Online,2166.89,30.6,2197.49,Confirmed,PNR6079863629
BK0006454,TK0006454,2023-09-13,Online,4022.59,42.82,4065.41,Confirmed,PNR6446556129
BK0006455,TK0006455,2024-06-28,Counter,382.21,0,382.21,Confirmed,PNR3692923430
BK0006456,TK0006456,2024-11-02,Counter,2007.73,0,2007.73,Confirmed,PNR1259298043
BK0006457,TK0006457,2024-08-15,Counter,4047.26,0,4047.26,Confirmed,PNR9079898027
BK0006458,TK0006458,2023-10-22,Agent,1414.95,0,1414.95,Confirmed,PNR1196102150
BK0006459,TK0006459,2024-10-18,Agent,1542.39,0,1542.39,Confirmed,PNR1732897795
BK0006460,TK0006460,2023-01-27,IRCTC,1834.29,44.8,1879.09,Confirmed,PNR9136279986
BK0006461,TK0006461,2024-08-28,IRCTC,1162.5,16.41,1178.91,Pending,PNR3139337497
BK0006462,TK0006462,2024-11-01,IRCTC,1278.43,29.76,1308.19,Cancelled,PNR2061197899
BK0006463,TK0006463,2024-06-04,Online,2772.5,38.74,2811.24,Confirmed,PNR7668385562
BK0006464,TK0006464,2023-12-10,IRCTC,4051.93,14.31,4066.24,Confirmed,PNR4799491487
BK0006465,TK0006465,2023-01-28,Counter,258.19,0,258.19,Cancelled,PNR2456480967
BK0006466,TK0006466,2023-07-29,Counter,1309.31,0,1309.31,Confirmed,PNR8016824448
