delay_id,schedule_id,delay_reason,delay_minutes,affected_station_id,reported_date,impact_level,compensation_given,compensation_amount
DLY00966,SCH00956,Track Maintenance,58,ST002,2023-04-12,Medium,TRUE,396.94
DLY00967,SCH00618,Technical Fault,170,ST019,2024-04-14,Low,TRUE,1487.13
DLY00968,SCH00376,Accident,293,ST003,2024-11-17,High,TRUE,1625.08
DLY00969,SCH00684,Weather,289,ST009,2024-08-14,Low,FALSE,0
DLY00970,SCH00132,Freight Priority,286,ST004,2024-08-22,Low,TRUE,1166.27
DLY00971,SCH00240,Freight Priority,244,ST018,2024-08-14,Medium,FALSE,0
DLY00972,SCH00782,Weather,132,ST050,2023-06-14,Medium,TRUE,521.64
DLY00973,SCH00043,Power Failure,132,ST073,2023-10-22,Low,TRUE,1456.13
DLY00974,SCH00417,Weather,74,ST014,2024-08-19,Low,FALSE,0
DLY00975,SCH00793,Track Maintenance,63,ST017,2023-03-01,Medium,TRUE,1748.04
DLY00976,SCH00961,Congestion,285,ST039,2024-04-29,Medium,TRUE,1888.48
DLY00977,SCH00207,Technical Fault,107,ST023,2023-02-02,High,FALSE,0
DLY00978,SCH00524,Station Overcrowding,68,ST042,2024-07-18,Medium,TRUE,1959.36
DLY00979,SCH00242,Power Failure,183,ST070,2023-12-27,High,FALSE,0
DLY00980,SCH00859,Technical Fault,128,ST005,2023-05-01,Low,FALSE,0
DLY00981,SCH00366,Technical Fault,196,ST040,2024-04-13,High,FALSE,0
DLY00982,SCH00142,Freight Priority,189,ST009,2024-06-25,High,TRUE,764.03
DLY00983,SCH00019,Congestion,95,ST073,2023-11-13,Medium,FALSE,0
DLY00984,SCH00031,Technical Fault,20,ST024,2023-10-27,Medium,TRUE,1441.63
DLY00985,SCH00417,Weather,244,ST068,2023-10-31,Low,TRUE,914.93
DLY00986,SCH00129,Freight Priority,134,ST005,2023-01-13,Medium,TRUE,1437.12
DLY00987,SCH00271,Freight Priority,270,ST010,2023-05-05,Medium,TRUE,798.14
DLY00988,SCH00459,Flood/Landslide,76,ST005,2024-06-04,Low,TRUE,191.02
DLY00989,SCH00899,Track Maintenance,141,ST012,2023-06-06,High,TRUE,1943.49
DLY00990,SCH00690,Signal Failure,213,ST011,2023-05-24,Medium,TRUE,1271.27
DLY00991,SCH00730,Signal Failure,283,ST075,2024-01-09,Medium,FALSE,0
DLY00992,SCH00343,Congestion,99,ST034,2024-09-20,Low,TRUE,790.2
DLY00993,SCH00454,Signal Failure,31,ST032,2024-11-18,Low,TRUE,492.83
DLY00994,SCH00293,Flood/Landslide,187,ST058,2023-08-08,Critical,TRUE,851.15
DLY00995,SCH00155,Station Overcrowding,82,ST020,2024-04-25,High,TRUE,1064.6
DLY00996,SCH00299,Track Maintenance,77,ST027,2023-07-27,Low,FALSE,0
DLY00997,SCH00930,Freight Priority,44,ST012,2023-06-10,Medium,TRUE,537.36
DLY00998,SCH00723,Weather,260,ST052,2023-04-19,High,TRUE,261.99
DLY00999,SCH00499,Track Maintenance,38,ST037,2023-09-21,Medium,TRUE,399.09
DLY01000,SCH00065,Technical Fault,227,ST048,2024-07-26,Medium,FALSE,0
DLY01001,SCH00389,Track Maintenance,248,ST063,2023-08-29,Medium,TRUE,547.96
DLY01002,SCH00930,Accident,84,ST051,2024-09-23,High,TRUE,257.25
DLY01003,SCH00878,Track Maintenance,221,ST016,2024-03-28,Medium,FALSE,0
DLY01004,SCH00636,Power Failure,21,ST055,2023-10-30,High,FALSE,0
DLY01005,SCH00168,Weather,63,ST060,2024-02-15,High,TRUE,1009.04
DLY01006,SCH00894,Power Failure,273,ST017,2024-12-01,Medium,FALSE,0
DLY01007,SCH00620,Signal Failure,42,ST067,2024-01-27,Low,FALSE,0
DLY01008,SCH00111,Weather,255,ST068,2023-08-27,Low,TRUE,259.02
DLY01009,SCH00176,Track Maintenance,173,ST038,2023-08-23,Medium,FALSE,0
DLY01010,SCH00982,Track Maintenance,63,ST053,2024-02-19,Low,TRUE,1296.22
DLY01011,SCH00083,Freight Priority,127,ST043,2024-12-02,Medium,TRUE,1208.15
DLY01012,SCH00280,Weather,68,ST070,2023-05-20,Low,FALSE,0
DLY01013,SCH00230,Congestion,65,ST075,2023-03-15,Medium,FALSE,0
DLY01014,SCH00592,Track Maintenance,18,ST054,2023-03-09,Critical,FALSE,0
DLY01015,SCH00525,Station Overcrowding,51,ST065,2024-05-02,Low,TRUE,743.3
DLY01016,SCH00187,Power Failure,134,ST070,2023-01-19,Medium,TRUE,733.13
DLY01017,SCH00310,Flood/Landslide,8,ST013,2023-07-19,Low,FALSE,0
DLY01018,SCH00664,Accident,64,ST039,2024-02-27,Low,FALSE,0
DLY01019,SCH00958,Track Maintenance,64,ST032,2024-02-20,Medium,FALSE,0
DLY01020,SCH00863,Station Overcrowding,69,ST014,2024-05-14,High,TRUE,1239.88
DLY01021,SCH00600,Accident,277,ST044,2024-07-17,High,FALSE,0
DLY01022,SCH00779,Technical Fault,54,ST058,2024-07-08,Low,TRUE,670.09
DLY01023,SCH00933,Flood/Landslide,5,ST057,2023-02-07,Medium,TRUE,1594.05
DLY01024,SCH00994,Freight Priority,114,ST023,2024-06-23,Critical,TRUE,1198.71
DLY01025,SCH00196,Flood/Landslide,25,ST007,2023-07-02,Medium,FALSE,0
DLY01026,SCH00323,Signal Failure,19,ST032,2024-10-21,High,FALSE,0
DLY01027,SCH00745,Signal Failure,297,ST032,2023-03-07,High,FALSE,0
DLY01028,SCH00105,Accident,75,ST026,2024-01-29,Medium,TRUE,506.62
DLY01029,SCH00101,Signal Failure,182,ST056,2024-11-03,High,TRUE,230.97
DLY01030,SCH00004,Flood/Landslide,117,ST019,2023-09-11,Medium,FALSE,0
DLY01031,SCH00262,Station Overcrowding,254,ST034,2023-11-12,Medium,FALSE,0
DLY01032,SCH00429,Technical Fault,114,ST038,2023-07-22,Critical,TRUE,668.53
DLY01033,SCH00617,Accident,181,ST019,2023-10-09,Low,FALSE,0
DLY01034,SCH00996,Accident,234,ST058,2024-11-27,Low,TRUE,490.69
DLY01035,SCH00074,Station Overcrowding,154,ST007,2024-10-17,Medium,TRUE,1732.32
DLY01036,SCH00355,Freight Priority,227,ST045,2024-04-15,Low,FALSE,0
DLY01037,SCH00520,Track Maintenance,237,ST047,2024-07-31,High,TRUE,191.92
DLY01038,SCH00407,Signal Failure,99,ST052,2024-06-11,Medium,FALSE,0
DLY01039,SCH00291,Station Overcrowding,244,ST063,2024-08-30,Critical,FALSE,0
DLY01040,SCH00085,Technical Fault,31,ST049,2023-02-23,Low,FALSE,0
DLY01041,SCH00881,Congestion,298,ST032,2023-05-22,Critical,FALSE,0
DLY01042,SCH00109,Signal Failure,17,ST022,2023-05-20,Medium,FALSE,0
DLY01043,SCH00224,Accident,187,ST006,2023-07-29,Low,TRUE,1602.37
DLY01044,SCH00875,Accident,10,ST003,2024-09-05,Medium,TRUE,1755.89
DLY01045,SCH00567,Freight Priority,268,ST017,2024-03-21,Critical,TRUE,249.8
DLY01046,SCH00736,Accident,193,ST043,2024-04-18,Medium,FALSE,0
DLY01047,SCH00388,Congestion,93,ST075,2023-04-13,High,TRUE,1741.37
DLY01048,SCH00932,Freight Priority,59,ST001,2024-05-24,Critical,TRUE,1081.64
DLY01049,SCH00897,Flood/Landslide,188,ST027,2023-02-21,Low,TRUE,1607.58
DLY01050,SCH00647,Technical Fault,223,ST039,2024-03-07,Medium,TRUE,1387.3
DLY01051,SCH00238,Signal Failure,109,ST074,2024-06-23,High,TRUE,988.3
DLY01052,SCH00417,Weather,221,ST063,2023-01-22,Medium,FALSE,0
DLY01053,SCH00979,Weather,79,ST041,2024-10-24,Medium,TRUE,1545.45
DLY01054,SCH00234,Track Maintenance,150,ST055,2024-08-15,Medium,FALSE,0
DLY01055,SCH00332,Accident,245,ST013,2023-01-24,Low,FALSE,0
DLY01056,SCH00465,Weather,91,ST025,2024-06-05,Low,TRUE,388.01
DLY01057,SCH00733,Power Failure,130,ST032,2023-04-03,Medium,TRUE,473.29
DLY01058,SCH00889,Weather,74,ST075,2024-07-20,Medium,TRUE,1706.74
DLY01059,SCH00433,Accident,184,ST061,2024-08-04,High,TRUE,1598.26
DLY01060,SCH00713,Power Failure,25,ST035,2023-07-30,Critical,FALSE,0
DLY01061,SCH00105,Station Overcrowding,51,ST054,2024-09-19,Low,TRUE,1432.42
DLY01062,SCH00940,Congestion,41,ST036,2023-11-10,Medium,TRUE,1148.96
DLY01063,SCH00586,Flood/Landslide,124,ST026,2023-10-07,Medium,FALSE,0
DLY01064,SCH00981,Accident,214,ST031,2023-07-22,Low,FALSE,0
DLY01065,SCH00412,Weather,196,ST055,2024-09-13,High,TRUE,719.34
DLY01066,SCH00564,Weather,282,ST008,2023-02-15,Low,TRUE,580.31
DLY01067,SCH00987,Flood/Landslide,239,ST019,2024-05-10,Medium,FALSE,0
DLY01068,SCH00394,Freight Priority,299,ST002,2024-12-21,Medium,FALSE,0
DLY01069,SCH00539,Track Maintenance,263,ST057,2023-12-17,Medium,TRUE,1830.79
DLY01070,SCH00418,Signal Failure,192,ST064,2023-02-15,Medium,FALSE,0
DLY01071,SCH00259,Signal Failure,79,ST004,2023-08-24,Low,FALSE,0
DLY01072,SCH00384,Accident,106,ST035,2024-02-07,Medium,TRUE,978.84
DLY01073,SCH00388,Technical Fault,7,ST025,2024-03-19,Low,TRUE,1140.64
DLY01074,SCH00372,Accident,208,ST008,2024-06-13,Critical,FALSE,0
DLY01075,SCH00543,Signal Failure,106,ST060,2024-05-16,High,FALSE,0
DLY01076,SCH00620,Freight Priority,146,ST036,2024-08-18,Low,FALSE,0
DLY01077,SCH00737,Congestion,200,ST034,2024-12-06,Medium,TRUE,1563.09
DLY01078,SCH00867,Congestion,253,ST072,2024-04-26,Low,TRUE,1220.06
DLY01079,SCH00230,Station Overcrowding,198,ST075,2023-12-28,Medium,TRUE,1850.88
DLY01080,SCH00334,Technical Fault,284,ST006,2023-08-25,Low,FALSE,0
DLY01081,SCH00991,Technical Fault,147,ST045,2023-01-17,High,TRUE,1066.93
DLY01082,SCH00341,Freight Priority,33,ST057,2024-11-04,High,FALSE,0
DLY01083,SCH00165,Technical Fault,21,ST069,2024-03-22,High,FALSE,0
DLY01084,SCH00604,Weather,22,ST070,2024-04-13,High,FALSE,0
DLY01085,SCH00969,Flood/Landslide,136,ST054,2023-03-13,Low,FALSE,0
DLY01086,SCH00478,Signal Failure,186,ST025,2024-08-03,High,TRUE,481.14
DLY01087,SCH00312,Track Maintenance,270,ST054,2023-03-26,Low,TRUE,683.55
DLY01088,SCH00801,Power Failure,164,ST061,2023-07-17,Medium,TRUE,1724.25
DLY01089,SCH00930,Technical Fault,224,ST033,2023-08-23,Low,FALSE,0
DLY01090,SCH00229,Accident,173,ST003,2023-04-05,Medium,TRUE,1772.7
DLY01091,SCH00176,Station Overcrowding,276,ST072,2024-06-24,Medium,FALSE,0
DLY01092,SCH00157,Station Overcrowding,108,ST069,2024-05-23,High,FALSE,0
DLY01093,SCH00769,Track Maintenance,208,ST046,2024-08-06,Low,FALSE,0
DLY01094,SCH00735,Power Failure,50,ST057,2024-05-14,Low,TRUE,996.34
DLY01095,SCH00444,Freight Priority,257,ST016,2023-09-18,Medium,FALSE,0
DLY01096,SCH00003,Technical Fault,80,ST052,2023-12-03,High,FALSE,0
DLY01097,SCH00429,Track Maintenance,173,ST067,2024-07-20,Medium,FALSE,0
DLY01098,SCH00327,Station Overcrowding,155,ST054,2024-01-08,Low,FALSE,0
DLY01099,SCH00206,Freight Priority,62,ST053,2023-04-24,Low,FALSE,0
DLY01100,SCH00443,Freight Priority,181,ST074,2023-07-18,Medium,FALSE,0
DLY01101,SCH00521,Freight Priority,176,ST003,2023-07-28,Medium,TRUE,1494.84
DLY01102,SCH00076,Weather,182,ST047,2024-03-30,Medium,FALSE,0
DLY01103,SCH00407,Freight Priority,164,ST074,2024-01-10,Medium,TRUE,1301.76
DLY01104,SCH00566,Congestion,173,ST018,2023-06-09,High,FALSE,0
DLY01105,SCH00118,Freight Priority,65,ST001,2024-02-03,High,FALSE,0
DLY01106,SCH00541,Technical Fault,169,ST044,2024-12-24,Medium,TRUE,151.31
DLY01107,SCH00627,Station Overcrowding,200,ST063,2024-02-09,Medium,TRUE,325.67
DLY01108,SCH00361,Weather,297,ST073,2024-09-01,High,TRUE,1055.89
DLY01109,SCH00308,Track Maintenance,163,ST047,2023-12-26,Low,TRUE,938.43
DLY01110,SCH00345,Technical Fault,75,ST053,2024-01-14,Low,TRUE,1930.45
DLY01111,SCH00552,Station Overcrowding,206,ST039,2024-06-16,Medium,FALSE,0
DLY01112,SCH00775,Signal Failure,30,ST075,2024-06-14,Low,TRUE,430.63
DLY01113,SCH00011,Technical Fault,151,ST026,2023-04-19,Low,FALSE,0
DLY01114,SCH00677,Technical Fault,209,ST055,2024-07-02,Low,FALSE,0
DLY01115,SCH00057,Congestion,290,ST013,2024-01-30,Low,TRUE,335.45
DLY01116,SCH00452,Flood/Landslide,137,ST027,2023-12-05,Medium,FALSE,0
DLY01117,SCH00817,Track Maintenance,32,ST011,2024-11-22,Critical,TRUE,399.48
DLY01118,SCH00277,Weather,198,ST008,2023-03-09,Medium,TRUE,1569.39
DLY01119,SCH00766,Station Overcrowding,235,ST043,2023-08-23,High,FALSE,0
DLY01120,SCH00079,Station Overcrowding,181,ST038,2023-05-14,Medium,TRUE,397.52
DLY01121,SCH00053,Signal Failure,13,ST031,2024-10-20,Critical,TRUE,1690.35
DLY01122,SCH00187,Technical Fault,266,ST058,2023-10-29,Medium,FALSE,0
DLY01123,SCH00588,Congestion,195,ST013,2024-04-10,High,FALSE,0
DLY01124,SCH00770,Track Maintenance,93,ST027,2023-10-16,High,FALSE,0
DLY01125,SCH00024,Weather,97,ST040,2023-09-14,Medium,FALSE,0
DLY01126,SCH00311,Track Maintenance,206,ST055,2023-07-18,Low,FALSE,0
DLY01127,SCH00990,Track Maintenance,123,ST002,2024-05-23,Medium,FALSE,0
DLY01128,SCH00501,Station Overcrowding,189,ST037,2023-03-25,High,FALSE,0
DLY01129,SCH00506,Flood/Landslide,14,ST056,2023-03-10,Medium,FALSE,0
DLY01130,SCH00544,Station Overcrowding,230,ST017,2024-07-02,Critical,TRUE,1294.34
DLY01131,SCH00908,Weather,86,ST072,2023-09-03,Medium,FALSE,0
DLY01132,SCH00544,Congestion,126,ST014,2023-03-25,High,TRUE,1014.57
DLY01133,SCH00101,Freight Priority,179,ST039,2024-08-13,Low,TRUE,1214.67
DLY01134,SCH00071,Station Overcrowding,98,ST012,2024-10-05,Critical,FALSE,0
DLY01135,SCH00540,Flood/Landslide,88,ST045,2023-12-27,Medium,TRUE,1884.85
DLY01136,SCH00762,Technical Fault,266,ST023,2023-10-24,Low,FALSE,0
DLY01137,SCH00162,Freight Priority,12,ST011,2024-06-23,Low,FALSE,0
DLY01138,SCH00936,Signal Failure,178,ST002,2024-01-08,Medium,TRUE,264.95
DLY01139,SCH00087,Signal Failure,266,ST009,2023-05-03,Critical,FALSE,0
DLY01140,SCH00723,Weather,31,ST042,2024-12-03,Medium,FALSE,0
DLY01141,SCH00848,Technical Fault,212,ST018,2023-12-16,Low,TRUE,282.13
DLY01142,SCH00929,Power Failure,44,ST072,2024-08-18,Medium,TRUE,660.08
DLY01143,SCH00246,Signal Failure,194,ST043,2023-12-30,Medium,FALSE,0
DLY01144,SCH00273,Station Overcrowding,223,ST034,2023-05-10,Low,FALSE,0
DLY01145,SCH00734,Track Maintenance,102,ST036,2024-11-25,High,TRUE,1840.33
DLY01146,SCH00782,Congestion,175,ST035,2023-07-16,Low,TRUE,389.49
DLY01147,SCH00801,Signal Failure,221,ST001,2023-05-30,Medium,FALSE,0
DLY01148,SCH00341,Congestion,143,ST037,2023-01-25,High,TRUE,1879.92
DLY01149,SCH00253,Power Failure,102,ST024,2024-07-22,Low,FALSE,0
DLY01150,SCH00970,Station Overcrowding,7,ST018,2024-01-17,Low,FALSE,0
DLY01151,SCH00957,Signal Failure,128,ST069,2024-11-01,Low,TRUE,703.79
DLY01152,SCH00627,Power Failure,159,ST010,2024-10-10,Medium,FALSE,0
DLY01153,SCH00068,Signal Failure,53,ST046,2024-04-24,High,TRUE,1912.9
DLY01154,SCH00640,Weather,157,ST073,2023-07-29,High,FALSE,0
DLY01155,SCH00980,Power Failure,157,ST010,2024-08-16,Critical,FALSE,0
DLY01156,SCH00980,Flood/Landslide,59,ST002,2024-10-28,Medium,TRUE,750.5
DLY01157,SCH00924,Accident,132,ST044,2023-09-15,Medium,TRUE,491.02
DLY01158,SCH00732,Power Failure,229,ST053,2024-07-25,High,FALSE,0
DLY01159,SCH00784,Station Overcrowding,218,ST034,2024-06-26,Critical,FALSE,0
DLY01160,SCH00168,Freight Priority,284,ST070,2024-04-03,High,TRUE,986.23
DLY01161,SCH00355,Freight Priority,181,ST023,2023-01-02,Low,FALSE,0
DLY01162,SCH00375,Weather,123,ST032,2023-05-08,Low,FALSE,0
DLY01163,SCH00284,Accident,117,ST007,2024-11-02,Low,FALSE,0
DLY01164,SCH00589,Power Failure,134,ST036,2024-09-20,High,FALSE,0
DLY01165,SCH00721,Signal Failure,291,ST025,2024-06-30,High,FALSE,0
DLY01166,SCH00956,Station Overcrowding,201,ST021,2024-10-04,High,FALSE,0
DLY01167,SCH00196,Congestion,62,ST011,2024-01-09,Low,FALSE,0
DLY01168,SCH00626,Track Maintenance,278,ST049,2024-08-17,Low,TRUE,1539.65
DLY01169,SCH00365,Technical Fault,273,ST017,2023-01-17,Low,TRUE,1717.25
DLY01170,SCH00982,Track Maintenance,129,ST046,2023-12-03,Medium,TRUE,446
DLY01171,SCH00586,Weather,232,ST038,2023-03-18,High,FALSE,0
DLY01172,SCH00953,Weather,247,ST031,2023-03-20,High,TRUE,1998.69
DLY01173,SCH00775,Congestion,31,ST065,2024-01-27,Medium,FALSE,0
DLY01174,SCH00768,Flood/Landslide,194,ST001,2024-12-13,Low,FALSE,0
DLY01175,SCH00284,Technical Fault,230,ST057,2024-11-07,Medium,FALSE,0
DLY01176,SCH00303,Station Overcrowding,270,ST016,2024-02-17,Medium,FALSE,0
DLY01177,SCH00834,Power Failure,142,ST014,2024-02-15,Low,FALSE,0
DLY01178,SCH00038,Track Maintenance,260,ST001,2024-06-24,Medium,TRUE,540.2
DLY01179,SCH00559,Power Failure,82,ST073,2024-08-21,Medium,FALSE,0
DLY01180,SCH00606,Freight Priority,251,ST071,2023-11-09,Medium,TRUE,601.35
DLY01181,SCH00007,Congestion,126,ST020,2024-01-15,Medium,FALSE,0
DLY01182,SCH00762,Power Failure,5,ST018,2023-09-20,Medium,TRUE,400.59
DLY01183,SCH00834,Freight Priority,240,ST023,2023-05-21,Low,FALSE,0
DLY01184,SCH00781,Congestion,95,ST042,2024-10-19,Low,TRUE,393.47
DLY01185,SCH00587,Flood/Landslide,73,ST074,2023-02-07,Low,TRUE,308.37
DLY01186,SCH00812,Station Overcrowding,147,ST055,2024-03-03,Low,TRUE,426.25
DLY01187,SCH00202,Track Maintenance,41,ST017,2023-01-03,Medium,TRUE,170.79
DLY01188,SCH00674,Technical Fault,272,ST046,2023-04-22,Low,TRUE,1866.54
DLY01189,SCH00309,Power Failure,50,ST062,2023-11-10,Low,TRUE,1298.91
DLY01190,SCH00827,Power Failure,7,ST048,2024-04-05,Critical,TRUE,1592.24
DLY01191,SCH00323,Freight Priority,169,ST024,2024-11-03,High,TRUE,1132.4
DLY01192,SCH00105,Congestion,288,ST009,2024-05-30,Low,FALSE,0
DLY01193,SCH00419,Station Overcrowding,196,ST032,2024-07-30,Critical,TRUE,736.2
DLY01194,SCH00322,Station Overcrowding,128,ST028,2024-07-17,Low,TRUE,1479.94
DLY01195,SCH00066,Track Maintenance,140,ST068,2024-03-21,Critical,TRUE,1166.26
DLY01196,SCH00817,Flood/Landslide,236,ST014,2023-04-10,Low,FALSE,0
DLY01197,SCH00544,Accident,172,ST052,2023-09-19,Critical,TRUE,298.85
DLY01198,SCH00761,Flood/Landslide,109,ST008,2023-05-06,Critical,TRUE,1095.42
DLY01199,SCH00649,Freight Priority,224,ST061,2024-06-26,Low,FALSE,0
DLY01200,SCH00457,Flood/Landslide,205,ST001,2024-11-26,Low,FALSE,0
DLY01201,SCH00616,Station Overcrowding,91,ST064,2024-10-10,Low,FALSE,0
DLY01202,SCH00059,Station Overcrowding,120,ST047,2023-11-04,Critical,TRUE,1340.71
DLY01203,SCH00698,Track Maintenance,92,ST037,2024-02-18,Medium,TRUE,635.33
DLY01204,SCH00959,Weather,65,ST035,2024-02-05,Critical,TRUE,1109.78
DLY01205,SCH00413,Station Overcrowding,138,ST012,2024-04-13,Low,TRUE,1330.2
DLY01206,SCH00505,Weather,103,ST069,2024-11-01,Medium,FALSE,0
DLY01207,SCH00389,Congestion,85,ST060,2023-03-18,Low,FALSE,0
DLY01208,SCH00298,Weather,106,ST009,2024-12-24,Medium,TRUE,1941.95
DLY01209,SCH00576,Flood/Landslide,287,ST023,2023-11-18,High,TRUE,587.09
DLY01210,SCH00378,Station Overcrowding,77,ST062,2024-12-03,Medium,TRUE,346.98
DLY01211,SCH00127,Track Maintenance,20,ST043,2023-05-02,Low,TRUE,1773.77
DLY01212,SCH00730,Power Failure,251,ST057,2023-10-13,Low,TRUE,1461.81
DLY01213,SCH00276,Station Overcrowding,251,ST036,2023-04-26,High,FALSE,0
DLY01214,SCH00293,Flood/Landslide,172,ST075,2024-02-24,Low,TRUE,336.08
DLY01215,SCH00411,Station Overcrowding,280,ST072,2023-08-18,Low,FALSE,0
DLY01216,SCH00261,Congestion,232,ST057,2023-04-19,Medium,TRUE,610.34
DLY01217,SCH00062,Flood/Landslide,249,ST057,2024-05-04,Critical,FALSE,0
DLY01218,SCH00089,Signal Failure,69,ST037,2023-06-25,Medium,FALSE,0
DLY01219,SCH00690,Flood/Landslide,154,ST068,2024-08-05,Low,TRUE,950.21
DLY01220,SCH00601,Signal Failure,45,ST058,2023-09-04,Medium,TRUE,705.63
DLY01221,SCH00280,Accident,62,ST015,2024-06-03,Medium,TRUE,1700.11
DLY01222,SCH00659,Weather,223,ST050,2024-04-25,Low,TRUE,614.99
DLY01223,SCH00004,Signal Failure,50,ST013,2024-06-02,Medium,TRUE,379.95
DLY01224,SCH00435,Accident,207,ST041,2023-02-13,Critical,TRUE,1718.75
DLY01225,SCH00530,Flood/Landslide,75,ST042,2023-05-29,Low,TRUE,1288.77
DLY01226,SCH00621,Track Maintenance,92,ST031,2023-02-11,Low,TRUE,1967.92
DLY01227,SCH00821,Congestion,74,ST075,2024-11-17,Low,TRUE,1970.33
DLY01228,SCH00445,Power Failure,35,ST011,2024-08-25,Medium,TRUE,1291.5
DLY01229,SCH00031,Weather,186,ST073,2023-09-21,Critical,TRUE,386.85
DLY01230,SCH00975,Station Overcrowding,27,ST039,2024-12-30,Medium,TRUE,755.75
DLY01231,SCH00564,Flood/Landslide,279,ST066,2023-08-10,Medium,FALSE,0
DLY01232,SCH00978,Congestion,206,ST049,2023-03-24,High,FALSE,0
DLY01233,SCH00077,Signal Failure,75,ST014,2024-02-15,Medium,TRUE,1532.97
DLY01234,SCH00648,Signal Failure,60,ST030,2024-07-27,Medium,FALSE,0
DLY01235,SCH00587,Track Maintenance,158,ST063,2024-12-13,Medium,FALSE,0
DLY01236,SCH00481,Flood/Landslide,107,ST057,2023-10-29,Low,FALSE,0
DLY01237,SCH00150,Track Maintenance,112,ST019,2024-05-31,Low,FALSE,0
DLY01238,SCH00731,Weather,12,ST028,2024-06-12,Low,FALSE,0
DLY01239,SCH00283,Technical Fault,66,ST068,2024-08-15,Medium,FALSE,0
DLY01240,SCH00371,Technical Fault,87,ST060,2023-06-02,Medium,TRUE,1820.42
DLY01241,SCH00268,Technical Fault,263,ST074,2024-07-10,Critical,TRUE,895.05
DLY01242,SCH00824,Freight Priority,166,ST026,2023-10-31,Critical,FALSE,0
DLY01243,SCH00665,Signal Failure,165,ST053,2023-03-11,High,FALSE,0
DLY01244,SCH00814,Signal Failure,35,ST035,2024-11-24,Medium,FALSE,0
DLY01245,SCH00076,Signal Failure,124,ST015,2023-04-14,Medium,FALSE,0
DLY01246,SCH00570,Flood/Landslide,278,ST037,2023-04-24,Critical,TRUE,614.15
DLY01247,SCH00704,Power Failure,62,ST025,2024-03-01,Critical,TRUE,1902.69
DLY01248,SCH00065,Accident,10,ST053,2024-06-30,Low,TRUE,1911.43
DLY01249,SCH00956,Power Failure,240,ST071,2023-04-14,Critical,FALSE,0
DLY01250,SCH00759,Technical Fault,174,ST067,2024-05-06,Medium,FALSE,0
DLY01251,SCH00507,Track Maintenance,114,ST046,2024-10-05,Low,TRUE,1554.76
DLY01252,SCH00881,Station Overcrowding,285,ST072,2024-01-11,Critical,TRUE,1811.3
DLY01253,SCH00894,Station Overcrowding,168,ST046,2024-02-20,High,TRUE,1955.88
DLY01254,SCH00405,Flood/Landslide,55,ST068,2023-03-06,Medium,FALSE,0
DLY01255,SCH00605,Congestion,145,ST019,2023-08-14,Medium,FALSE,0
DLY01256,SCH00168,Power Failure,48,ST073,2023-06-19,Medium,TRUE,203.15
DLY01257,SCH00277,Flood/Landslide,227,ST034,2023-02-28,Medium,TRUE,1981.45
DLY01258,SCH00577,Power Failure,155,ST014,2024-11-12,Low,FALSE,0
DLY01259,SCH00225,Freight Priority,263,ST022,2024-11-03,Low,TRUE,1816.85
DLY01260,SCH00005,Signal Failure,239,ST004,2024-07-12,Low,FALSE,0
DLY01261,SCH00822,Accident,235,ST064,2024-08-20,Critical,FALSE,0
DLY01262,SCH00591,Weather,223,ST075,2023-02-17,Critical,TRUE,869.87
DLY01263,SCH00357,Flood/Landslide,277,ST035,2024-01-27,Critical,TRUE,964.95
DLY01264,SCH00392,Weather,193,ST006,2023-03-18,Medium,FALSE,0
DLY01265,SCH00676,Freight Priority,102,ST014,2024-08-18,Low,FALSE,0
DLY01266,SCH00754,Technical Fault,282,ST058,2024-11-08,Critical,FALSE,0
DLY01267,SCH00034,Signal Failure,275,ST067,2024-12-18,Low,FALSE,0
DLY01268,SCH00579,Station Overcrowding,62,ST060,2024-11-20,Medium,TRUE,674.09
DLY01269,SCH00362,Freight Priority,33,ST066,2024-05-09,High,FALSE,0
DLY01270,SCH00256,Freight Priority,264,ST010,2023-03-18,High,TRUE,1994.71
DLY01271,SCH00837,Accident,261,ST058,2024-09-01,Low,TRUE,140.18
DLY01272,SCH00118,Power Failure,250,ST029,2024-10-26,Critical,TRUE,267.65
DLY01273,SCH00624,Station Overcrowding,162,ST013,2023-06-26,High,FALSE,0
DLY01274,SCH00462,Freight Priority,138,ST013,2023-04-26,Medium,FALSE,0
DLY01275,SCH00381,Station Overcrowding,290,ST017,2024-11-28,High,TRUE,1378.27
DLY01276,SCH00939,Weather,152,ST058,2024-10-12,High,FALSE,0
DLY01277,SCH00865,Signal Failure,10,ST071,2023-06-12,Medium,FALSE,0
DLY01278,SCH00004,Flood/Landslide,225,ST040,2024-05-21,Low,FALSE,0
DLY01279,SCH00651,Freight Priority,8,ST004,2024-07-08,High,TRUE,1992.92
DLY01280,SCH00856,Congestion,220,ST031,2024-11-18,Low,FALSE,0
DLY01281,SCH00618,Freight Priority,161,ST014,2023-04-09,High,TRUE,1318.44
DLY01282,SCH00852,Technical Fault,212,ST037,2024-12-07,Critical,FALSE,0
DLY01283,SCH00156,Weather,14,ST062,2024-08-09,High,FALSE,0
DLY01284,SCH00201,Accident,283,ST045,2024-07-01,Medium,FALSE,0
DLY01285,SCH00425,Freight Priority,246,ST033,2024-09-21,Low,TRUE,1887.05
DLY01286,SCH00469,Weather,254,ST044,2023-02-24,Low,TRUE,617.38
DLY01287,SCH00280,Congestion,230,ST010,2023-10-13,High,FALSE,0
